function,beta,etaL,init,T,iterate_type,kappa_exp,R2,f_at_k10,f_at_k100,f_at_k1000,f_at_k10000
f1_quad2d,0.9,2.5,alt_mom,10000,pr,3.7843,0.9987,9.069378313883652e-15,2.3108700786319784e-11,1.891220478732522e-07,0.0018515889973976217
f1_quad2d,0.9,2.5,alt_mom,10000,suffix,,,0.0,0.0,0.0,1.4279733422732676e-20
f1_quad2d,0.9,2.5,alt_mom,10000,best,,,0.0,0.0,0.0,1.1019854005209576e-20
f1_quad2d,0.9,2.9,alt_mom,100,last,1.7408,0.9573,0.0005722485335285312,0.006725557220144516,0.23045152935137353,111.84379176130683
f1_quad2d,0.9,2.9,alt_mom,100,cesaro,1.6256,0.9666,0.002085166802624182,0.211834449698197,20.42829110543957,119.25763821062746
f1_quad2d,0.9,2.9,alt_mom,100,pr,3.1101,0.9510,1.0227599047852974e-07,0.0014621140885053687,8.94577890801405,130.13609477564975
f1_quad2d,0.9,2.9,alt_mom,100,suffix,2.3971,0.9765,1.2517275552008466e-05,0.00024066992645785525,0.29507427315913026,114.35341335696218
f1_quad2d,0.9,2.9,alt_mom,100,best,2.0094,0.9637,0.0001240531878939535,0.0012605413879348112,0.2133539419116209,111.84379176130683
f1_quad2d,0.9,2.9,alt_mom,1000,last,13.3702,0.6450,4.511495490203337e-45,3.7299789156247254e-44,1.249993445575818e-42,0.5169018937876766
f1_quad2d,0.9,2.9,alt_mom,1000,cesaro,1.9861,1.0000,2.1425617232901507e-05,0.0021420277145526925,0.21419743136789468,19.253252878272885
f1_quad2d,0.9,2.9,alt_mom,1000,pr,3.7024,0.9990,5.907266068607552e-11,1.3128248903574034e-07,0.0010427786905462106,6.496345532392961
f1_quad2d,0.9,2.9,alt_mom,1000,suffix,14.1154,0.6788,1.0306357769968878e-46,3.7296501926534484e-46,3.215659775702376e-42,0.5657228652680678
f1_quad2d,0.9,2.9,alt_mom,1000,best,14.0489,0.6790,3.890100355881935e-47,8.04280492397243e-45,1.0576363143779938e-42,0.5169018937876766
f1_quad2d,0.9,2.9,alt_mom,10000,last,,,0.0,0.0,0.0,2.4083859450278074e-24
f1_quad2d,0.9,2.9,alt_mom,10000,cesaro,2.0000,1.0000,2.146419683897478e-07,2.1458847136079438e-05,0.0021458312165789904,0.21458258668756142
f1_quad2d,0.9,2.9,alt_mom,10000,pr,3.7608,0.9984,5.939222224883819e-15,1.3199267944992498e-11,1.048419743176926e-07,0.0010230032165960078
f1_quad2d,0.9,2.9,alt_mom,10000,suffix,,,0.0,0.0,0.0,3.260404792503662e-24
f1_quad2d,0.9,2.9,alt_mom,10000,best,,,0.0,0.0,0.0,2.4083859450278074e-24
f1_quad2d,0.95,0.5,alt_mom,100,last,1.4157,0.9300,0.09166163363294763,0.4947668556847141,186.05409348418544,665.1817401271549
f1_quad2d,0.95,0.5,alt_mom,100,cesaro,1.2901,0.9162,0.08359921826583344,6.3121521734958375,283.578447579964,469.6247582150543
f1_quad2d,0.95,0.5,alt_mom,100,pr,2.1152,0.8837,0.0015581068295016096,0.012912567740317736,309.20304779959366,607.5704438707533
f1_quad2d,0.95,0.5,alt_mom,100,suffix,1.6784,0.8692,0.027354474605703855,0.04882114030432863,205.4108484215848,666.0813283458708
f1_quad2d,0.95,0.5,alt_mom,100,best,1.6098,0.9149,0.002489908932363377,0.044361739546132664,36.36960699095628,61.80365152124151
f1_quad2d,0.95,0.5,alt_mom,1000,last,8.0759,0.9246,8.4941112950461e-22,1.780791456854816e-20,5.1034500340926325e-09,107.07610003884396
f1_quad2d,0.95,0.5,alt_mom,1000,cesaro,1.8806,0.9973,0.0007590311786024567,0.07589862684861957,7.589789085833777,303.56208686316916
f1_quad2d,0.95,0.5,alt_mom,1000,pr,3.5523,0.9958,6.7588011930908886e-09,3.325694007957262e-05,0.30532289642090693,223.87295747690558
f1_quad2d,0.95,0.5,alt_mom,1000,suffix,9.0102,0.9515,1.772161863230377e-24,1.4889669294213764e-21,7.79223196072451e-09,110.41346184932632
f1_quad2d,0.95,0.5,alt_mom,1000,best,8.5187,0.9263,4.321041009319075e-23,9.705144442317086e-22,5.1034500340926325e-09,61.80365152124151
f1_quad2d,0.95,0.5,alt_mom,10000,last,75.3566,0.8919,1.8257149910652024e-222,1.2529110678266077e-221,1.9351740774656642e-115,1.1316294598785177e-06
f1_quad2d,0.95,0.5,alt_mom,10000,cesaro,2.0000,1.0000,7.603979128134582e-06,0.0007603529218121084,0.07603484227119733,7.602905099203006
f1_quad2d,0.95,0.5,alt_mom,10000,pr,3.8915,0.9997,6.795363898182244e-13,3.3436847964030147e-09,3.069869950351861e-05,0.30406145607849683
f1_quad2d,0.95,0.5,alt_mom,10000,suffix,75.4710,0.8947,8.478127711708998e-223,5.45939668161653e-221,8.671531818445894e-115,1.2529936347835147e-06
f1_quad2d,0.95,0.5,alt_mom,10000,best,75.5824,0.8938,3.2252842733174445e-223,1.2529110678266077e-221,1.9351740774656642e-115,1.1316294598785177e-06
f1_quad2d,0.95,1.0,alt_mom,100,last,1.3133,0.9816,0.09777187197962456,0.5886368023273778,31.32356993452385,620.406036615298
f1_quad2d,0.95,1.0,alt_mom,100,cesaro,1.5134,0.9371,0.016924207733387802,2.156346164739038,162.38251457932927,444.03817875806817
f1_quad2d,0.95,1.0,alt_mom,100,pr,2.3361,0.9365,9.560472294265744e-05,0.1246609085158695,139.01129144142578,564.6539180660675
f1_quad2d,0.95,1.0,alt_mom,100,suffix,1.7264,0.7762,0.024363180633479403,0.002857215504172663,36.834030896782345,590.791314603922
f1_quad2d,0.95,1.0,alt_mom,100,best,1.2498,0.8964,0.0012272279722875987,0.053641010674303435,4.202100499999999,4.204710005
f1_quad2d,0.95,1.0,alt_mom,1000,last,6.8469,0.6790,4.267620094247926e-22,7.273938699784914e-21,6.200455737230968e-20,13.900697797780161
f1_quad2d,0.95,1.0,alt_mom,1000,cesaro,1.9638,0.9998,0.00018975779465047696,0.018974656712165784,1.897454443620436,143.76146169199518
f1_quad2d,0.95,1.0,alt_mom,1000,pr,3.6866,0.9995,7.545430388052206e-10,2.2762921844294276e-06,0.019268942405579147,71.98174775815262
f1_quad2d,0.95,1.0,alt_mom,1000,suffix,6.8272,0.6202,9.810919327120232e-23,7.94004795153522e-21,4.322803605057555e-22,14.802990072479915
f1_quad2d,0.95,1.0,alt_mom,1000,best,7.0285,0.6844,4.602843976586991e-23,4.258526419727156e-22,1.0764536946652148e-20,4.204710005
f1_quad2d,0.95,1.0,alt_mom,10000,last,62.0379,0.6067,2.807219979787365e-222,9.455028851432451e-222,1.4504474018678768e-220,7.013371511846115e-16
f1_quad2d,0.95,1.0,alt_mom,10000,cesaro,2.0000,1.0000,1.9009947820336454e-06,0.0001900882304530271,0.019008710567799333,1.9008699285060955
f1_quad2d,0.95,1.0,alt_mom,10000,pr,3.8126,0.9990,7.586248514587908e-14,2.2886060900497178e-10,1.9373180368545472e-06,0.019038141957141378
f1_quad2d,0.95,1.0,alt_mom,10000,suffix,62.9308,0.6237,8.86587931185802e-225,5.496813395150083e-221,1.2027577512412712e-218,8.652331620307983e-16
f1_quad2d,0.95,1.0,alt_mom,10000,best,62.7592,0.6102,1.6128601784569022e-224,1.5588654978527204e-223,7.406017563843659e-222,7.013371511846115e-16
f1_quad2d,0.95,1.5,alt_mom,100,last,1.2158,0.9142,0.0971202431074568,0.39409144410800967,3.293278571017089,540.1245271951515
f1_quad2d,0.95,1.5,alt_mom,100,cesaro,1.6143,0.9604,0.00884889200258517,0.7210867629310552,93.94964319154074,419.83304015581257
f1_quad2d,0.95,1.5,alt_mom,100,pr,2.4996,0.9459,6.167502215311453e-05,0.003647513060299333,58.72562551539512,524.5634596651472
f1_quad2d,0.95,1.5,alt_mom,100,suffix,1.9298,0.9281,0.0002634268124562579,0.5689139183473507,1.4446285604624718,522.9095323474414
f1_quad2d,0.95,1.5,alt_mom,100,best,1.1571,0.9852,0.009914828688223585,0.10988230127335734,0.9262513078210535,35.039187335029844
f1_quad2d,0.95,1.5,alt_mom,1000,last,6.4787,0.6835,1.0751983841032228e-21,9.079924070381203e-21,1.551775502347092e-19,1.6454299227639413
f1_quad2d,0.95,1.5,alt_mom,1000,cesaro,1.9884,1.0000,8.433679762343662e-05,0.008433180760902116,0.8433130860821147,77.1471031599657
f1_quad2d,0.95,1.5,alt_mom,1000,pr,3.7016,0.9988,2.3414175672951745e-10,4.904861979123207e-07,0.0038430281819746117,25.705663378745935
f1_quad2d,0.95,1.5,alt_mom,1000,suffix,7.5599,0.7521,3.458225112961571e-24,5.703204426342175e-24,1.5742687075542533e-19,1.8126855839956304
f1_quad2d,0.95,1.5,alt_mom,1000,best,6.8806,0.6863,3.694491706223723e-23,1.1948854649028778e-21,8.645914930127612e-21,1.6454299227639413
f1_quad2d,0.95,1.5,alt_mom,10000,last,59.2448,0.6102,1.3498868169469796e-222,2.5786091153693577e-221,4.351849089921773e-220,1.5989051334963389e-25
f1_quad2d,0.95,1.5,alt_mom,10000,cesaro,2.0000,1.0000,8.448865697927313e-07,8.448365797912314e-05,0.008448315807910814,0.8448310808910435
f1_quad2d,0.95,1.5,alt_mom,10000,pr,3.7506,0.9983,2.3540837868786087e-14,4.9313954869993145e-11,3.863817562085537e-07,0.0037642822975713984
f1_quad2d,0.95,1.5,alt_mom,10000,suffix,59.7499,0.6170,8.29304045309211e-224,7.637893875766854e-222,1.2672457381139697e-219,2.2135676595595027e-25
f1_quad2d,0.95,1.5,alt_mom,10000,best,59.6237,0.6120,1.1568705688816136e-223,1.574783186061053e-222,1.0302479998849028e-220,1.5989051334963389e-25
f1_quad2d,0.95,2.0,alt_mom,100,last,1.1866,0.9725,0.10824205396216437,1.147135754102746,8.396519945673132,502.9370166818385
f1_quad2d,0.95,2.0,alt_mom,100,cesaro,1.6784,0.9725,0.004983387672926642,0.46100687173060884,55.45330808075227,396.94528710239763
f1_quad2d,0.95,2.0,alt_mom,100,pr,2.5311,0.9565,4.2768585716527906e-05,0.0016599917062898309,22.96791100476519,487.10970543431176
f1_quad2d,0.95,2.0,alt_mom,100,suffix,1.6911,0.9607,0.001775435082116576,0.4172396742743298,1.9266459736691504,462.16058181764583
f1_quad2d,0.95,2.0,alt_mom,100,best,1.9362,0.9570,0.0005567142248085596,0.00899269641590056,0.43143863227982404,435.90497431336127
f1_quad2d,0.95,2.0,alt_mom,1000,last,6.3342,0.6597,3.4824888301243863e-22,6.864243742769051e-22,1.1851212895197126e-20,0.17511890644039274
f1_quad2d,0.95,2.0,alt_mom,1000,cesaro,1.9964,1.0000,4.7439448663545367e-05,0.004743664178043838,0.47436361090963375,46.13141262970288
f1_quad2d,0.95,2.0,alt_mom,1000,pr,3.6810,0.9978,1.0717649259916363e-10,1.6868383417702622e-07,0.001227663494213323,10.299557075479767
f1_quad2d,0.95,2.0,alt_mom,1000,suffix,7.0408,0.7554,5.41803617131011e-24,2.035242116933357e-22,1.0367468684362306e-19,0.19997266196648542
f1_quad2d,0.95,2.0,alt_mom,1000,best,6.5700,0.6886,5.699135974906058e-23,6.864243742769051e-22,1.1851212895197126e-20,0.17511890644039274
f1_quad2d,0.95,2.0,alt_mom,10000,last,56.1236,0.6084,2.22484212797251e-222,1.5710792521877146e-221,1.9765116001168998e-220,1.1463990649769336e-35
f1_quad2d,0.95,2.0,alt_mom,10000,cesaro,2.0000,1.0000,4.7524869550841136e-07,4.752205761325677e-05,0.004752177641949833,0.4752174830012249
f1_quad2d,0.95,2.0,alt_mom,10000,pr,3.6994,0.9975,1.0775627753636904e-14,1.6959635146768373e-11,1.2343047067648006e-07,0.0011922015370273422
f1_quad2d,0.95,2.0,alt_mom,10000,suffix,56.5724,0.6057,6.860964284013675e-224,5.0318745004003204e-223,1.485393941486245e-222,1.7957942802003609e-35
f1_quad2d,0.95,2.0,alt_mom,10000,best,56.4330,0.6103,2.755711781164956e-223,2.3180577923372446e-222,6.88428597629253e-221,1.1463990649769336e-35
f1_quad2d,0.95,2.5,alt_mom,100,last,1.3638,0.9357,0.04500226550356058,0.09902167009365928,6.255868769150886,397.1134678525127
f1_quad2d,0.95,2.5,alt_mom,100,cesaro,1.7336,0.9802,0.0028797137726217395,0.34491014427895456,33.77726963038553,375.3028751138745
f1_quad2d,0.95,2.5,alt_mom,100,pr,2.5788,0.9858,1.0091940799388144e-05,0.011940046106523224,8.14784225925226,452.11552418659954
f1_quad2d,0.95,2.5,alt_mom,100,suffix,1.7135,0.9992,0.00277573335700469,0.12933663538299162,5.626570428850847,406.1750799118239
f1_quad2d,0.95,2.5,alt_mom,100,best,1.3049,0.9645,0.008016879047563052,0.09902167009365928,0.8046377236998226,89.1878087165647
f1_quad2d,0.95,2.5,alt_mom,1000,last,6.0043,0.6802,2.513378638837966e-22,5.430313491688018e-21,2.1343463397060897e-20,0.01645811217220515
f1_quad2d,0.95,2.5,alt_mom,1000,cesaro,1.9989,1.0000,3.0361247144879312e-05,0.0030359450738901643,0.3035927109818218,30.10893837665328
f1_quad2d,0.95,2.5,alt_mom,1000,pr,3.6494,0.9969,5.998046121993199e-11,7.485074066413935e-08,0.0005076684712850596,4.628242501657914
f1_quad2d,0.95,2.5,alt_mom,1000,suffix,6.5359,0.7459,1.463618873999401e-23,8.109876070450833e-22,7.80687042610504e-20,0.019526667933005806
f1_quad2d,0.95,2.5,alt_mom,1000,best,6.3480,0.7016,2.0909458142618392e-23,1.237869755816335e-21,7.66763599141248e-21,0.01645811217220515
f1_quad2d,0.95,2.5,alt_mom,10000,last,52.9104,0.6084,1.6919367184308854e-222,1.791498126067663e-221,1.1718378020433188e-220,2.1111241794319487e-46
f1_quad2d,0.95,2.5,alt_mom,10000,cesaro,2.0000,1.0000,3.0415916512538325e-07,3.0414116872484334e-05,0.0030413936908478935,0.3041391891207839
f1_quad2d,0.95,2.5,alt_mom,10000,pr,3.6558,0.9968,6.0304932400195015e-15,7.525565605422918e-12,5.104147729684941e-08,0.0004888007442916556
f1_quad2d,0.95,2.5,alt_mom,10000,suffix,53.6192,0.6077,2.341314778034332e-225,3.4202568897457163e-222,1.267525330987494e-223,3.7783078504579616e-46
f1_quad2d,0.95,2.5,alt_mom,10000,best,53.0614,0.6057,6.12756869274861e-223,1.1075528822048719e-222,1.1141677257188962e-221,2.1111241794319487e-46
f1_quad2d,0.95,2.9,alt_mom,100,last,1.3226,0.9816,0.0315398797035801,0.40284951957309423,5.014002050674524,348.8536759869529
f1_quad2d,0.95,2.9,alt_mom,100,cesaro,1.7771,0.9863,0.002004526077137782,0.22759994975402306,23.43058832108728,358.8414219643048
f1_quad2d,0.95,2.9,alt_mom,100,pr,2.5627,0.9815,1.895897244915948e-05,0.0008690657787127343,3.253772480906986,425.7893249999476
f1_quad2d,0.95,2.9,alt_mom,100,suffix,1.9017,0.9925,0.000584878938556593,0.14475992393470097,6.134468263610531,366.19156817832464
f1_quad2d,0.95,2.9,alt_mom,100,best,1.5390,0.9842,0.009602656470827994,0.09784991666698403,5.014002050674524,348.8536759869529
f1_quad2d,0.95,2.9,alt_mom,1000,last,5.7400,0.6945,3.588972597319759e-22,4.925678780213179e-21,5.127900731125239e-20,0.0022341149689200307
f1_quad2d,0.95,2.9,alt_mom,1000,cesaro,1.9996,1.0000,2.2563352514939843e-05,0.002256201749323502,0.22561883991483028,22.49485745658781
f1_quad2d,0.95,2.9,alt_mom,1000,pr,3.6224,0.9963,4.1236336217322625e-11,4.39756389808164e-08,0.0002825184509755105,2.6342343979342218
f1_quad2d,0.95,2.9,alt_mom,1000,suffix,7.0106,0.7865,2.765056930037597e-26,3.1302979774703427e-22,4.108701121571201e-21,0.0027384649161912872
f1_quad2d,0.95,2.9,alt_mom,1000,best,6.2118,0.7123,7.391725384166602e-24,9.219816977638469e-22,4.3848232960926185e-21,0.0022341149689200307
f1_quad2d,0.95,2.9,alt_mom,10000,last,50.2022,0.6094,1.6278891763062607e-222,1.6557905156615254e-221,1.4883376538121601e-220,1.7149657186605902e-55
f1_quad2d,0.95,2.9,alt_mom,10000,cesaro,2.0000,1.0000,2.2603980761398877e-07,2.260264333567504e-05,0.002260250959310266,0.2260249621884542
f1_quad2d,0.95,2.9,alt_mom,10000,pr,3.6250,0.9963,4.145941056748285e-15,4.421353127325138e-12,2.8404677260434644e-08,0.00027017025982331154
f1_quad2d,0.95,2.9,alt_mom,10000,suffix,50.7779,0.6153,5.102479666974827e-224,4.204158755586904e-222,8.223494377243132e-221,3.442793979343464e-55
f1_quad2d,0.95,2.9,alt_mom,10000,best,50.6412,0.6145,6.619906658156861e-224,4.901408450712239e-222,7.285740049008658e-221,1.7149657186605902e-55
f1_quad2d,0.99,0.5,alt_mom,100,last,1.0540,0.9944,5.847695486951382,93.5057890204654,1153.3071629434207,8252.049354074878
f1_quad2d,0.99,0.5,alt_mom,100,cesaro,1.5201,0.9261,0.1684698015053687,2.568584650303745,1205.4957905521967,2528.876889274327
f1_quad2d,0.99,0.5,alt_mom,100,pr,1.6977,0.9397,0.06700891524038911,3.6781926750424763,1571.7477557200884,4057.245184743311
f1_quad2d,0.99,0.5,alt_mom,100,suffix,1.2206,0.9829,1.8180717061332305,34.34870670456116,1193.27356117942,6524.678366322715
f1_quad2d,0.99,0.5,alt_mom,100,best,0.9760,0.9459,0.13511358947765392,1.497832256872053,42.20301594504128,79.59410724191598
f1_quad2d,0.99,0.5,alt_mom,1000,last,0.9717,0.8267,0.0018364460080129762,0.018438765625974893,0.01670022703808747,3.290528751834241
f1_quad2d,0.99,0.5,alt_mom,1000,cesaro,2.0019,1.0000,0.0007887602866987853,0.0790843114768761,8.004371859841596,797.4185270352265
f1_quad2d,0.99,0.5,alt_mom,1000,pr,3.8090,0.9998,5.504952907773286e-10,2.551377856905567e-06,0.02291402192136146,131.7482035916171
f1_quad2d,0.99,0.5,alt_mom,1000,suffix,1.6896,0.9831,2.00245201999554e-05,0.0036536982963889146,0.04145838305913374,3.817841922089213
f1_quad2d,0.99,0.5,alt_mom,1000,best,1.1359,0.9754,7.412978483748187e-06,5.371511244820691e-05,0.0024929195088915263,0.012614871478283033
f1_quad2d,0.99,0.5,alt_mom,10000,last,1.1328,0.9279,9.138715447281118e-44,1.7707240950087528e-42,9.433571007284343e-41,1.4504292654399993e-40
f1_quad2d,0.99,0.5,alt_mom,10000,cesaro,2.0000,1.0000,7.918636193574924e-06,0.0007918618197174383,0.0791861639753433,7.918616217570324
f1_quad2d,0.99,0.5,alt_mom,10000,pr,3.6515,0.9968,1.6186401286801517e-13,1.9756701043085953e-10,1.3302617337729815e-06,0.012727803279103028
f1_quad2d,0.99,0.5,alt_mom,10000,suffix,1.7338,0.9662,9.370454889194752e-45,6.471220604803325e-44,2.6676842791229433e-41,7.574620479097683e-40
f1_quad2d,0.99,0.5,alt_mom,10000,best,1.3934,0.9649,1.0120740003374605e-44,5.211406761163554e-44,1.8035725264759717e-42,1.370096749315919e-40
f1_quad2d,0.99,1.0,alt_mom,100,last,1.0035,0.8019,2.3460266205858056,28.003369746072345,19.40668369334844,5866.128573195267
f1_quad2d,0.99,1.0,alt_mom,100,cesaro,1.8855,0.9360,0.005921831499301986,4.268022300235739,499.26910375287434,2334.169729527031
f1_quad2d,0.99,1.0,alt_mom,100,pr,1.8597,0.9719,0.01499808543071048,1.6626959806253296,447.50279378273643,3673.5062863070316
f1_quad2d,0.99,1.0,alt_mom,100,suffix,1.1290,0.8370,1.8410807004515337,3.1228051532826524,21.560649388305862,5607.038993027649
f1_quad2d,0.99,1.0,alt_mom,100,best,0.5901,0.8978,0.10743596606578876,0.39295265637271637,4.4372205,4.4399020049999995
f1_quad2d,0.99,1.0,alt_mom,1000,last,0.8999,0.7526,0.0007516048184925781,0.0009937351886910538,0.002625490553328604,0.5434427143355491
f1_quad2d,0.99,1.0,alt_mom,1000,cesaro,2.0002,1.0000,0.0001982327698457648,0.01951563601210662,1.9507653637872344,198.50567539086865
f1_quad2d,0.99,1.0,alt_mom,1000,pr,2.9680,0.9578,4.431716205708853e-09,1.7931983543191351e-06,0.0001245724575128336,8.433768350261792
f1_quad2d,0.99,1.0,alt_mom,1000,suffix,1.5770,0.9509,8.484751065013338e-06,0.0038024833034465016,0.028332577900529756,0.7844304776159077
f1_quad2d,0.99,1.0,alt_mom,1000,best,0.7028,0.8474,1.9274141714675956e-05,0.0002569216576874903,0.002625490553328604,0.001955087384901002
f1_quad2d,0.99,1.0,alt_mom,10000,last,1.1095,0.9745,3.62015087516449e-43,1.3534587724060981e-42,4.2154507619307125e-41,5.746145152996939e-40
f1_quad2d,0.99,1.0,alt_mom,10000,cesaro,2.0000,1.0000,1.979659048393731e-06,0.00019796545492935957,0.019796540993835824,1.979654054392581
f1_quad2d,0.99,1.0,alt_mom,10000,pr,3.4959,0.9939,3.0216090437283276e-14,1.7769733889587617e-11,8.722626887861327e-08,0.0007994402358814523
f1_quad2d,0.99,1.0,alt_mom,10000,suffix,2.0598,0.9874,3.598651473862017e-46,1.3535514079397984e-43,3.131847339320942e-42,9.276672468589736e-40
f1_quad2d,0.99,1.0,alt_mom,10000,best,0.4250,0.2785,6.322479578272348e-45,2.145732311117471e-43,2.0329251058652292e-42,7.798593118507407e-44
f1_quad2d,0.99,1.5,alt_mom,100,last,1.0363,0.9525,5.929839818589883,13.471275372304618,327.3017933815851,5826.290529132808
f1_quad2d,0.99,1.5,alt_mom,100,cesaro,1.9017,0.9565,0.010787596090115986,0.14736848066189762,192.8214697464667,2153.488459253649
f1_quad2d,0.99,1.5,alt_mom,100,pr,2.1067,0.9778,0.0012978013453408235,1.1962169036207917,83.2498111083661,3322.2918240692443
f1_quad2d,0.99,1.5,alt_mom,100,suffix,1.5669,0.9506,0.05179016799856575,22.394875078692984,140.26368191999583,4694.827077724937
f1_quad2d,0.99,1.5,alt_mom,100,best,1.1236,0.8780,0.020381062904463353,4.81822289808756,11.7051426190845,84.32352123792249
f1_quad2d,0.99,1.5,alt_mom,1000,last,1.0374,0.9833,0.0008886059587822004,0.003924352970326101,0.06555160804203847,0.9977574890078553
f1_quad2d,0.99,1.5,alt_mom,1000,cesaro,1.9995,1.0000,8.779322137596811e-05,0.008892200642275092,0.869525183668373,88.08055548682813
f1_quad2d,0.99,1.5,alt_mom,1000,pr,2.9356,0.9421,5.621494324642505e-10,1.909030832454812e-06,1.795706957235333e-05,1.6245546508464985
f1_quad2d,0.99,1.5,alt_mom,1000,suffix,1.7525,0.9211,1.4083269991667172e-06,0.0016499668954846841,0.0031482776215097565,0.7886503355009975
f1_quad2d,0.99,1.5,alt_mom,1000,best,1.0530,0.9631,1.370283161085192e-05,3.733948868079988e-05,0.0011242497741153008,0.014254353806470877
f1_quad2d,0.99,1.5,alt_mom,10000,last,1.0903,0.9978,2.090336957527076e-43,2.0794929159252437e-42,3.6411807426864074e-41,3.4695860740868035e-40
f1_quad2d,0.99,1.5,alt_mom,10000,cesaro,2.0000,1.0000,8.798484659527692e-07,8.798464663527093e-05,0.008798462663927033,0.8798462463967026
f1_quad2d,0.99,1.5,alt_mom,10000,pr,3.3934,0.9919,1.2067222496630634e-14,4.77646161269185e-12,1.805614391390953e-08,0.00015869680255212464
f1_quad2d,0.99,1.5,alt_mom,10000,suffix,2.0488,0.9851,4.034638267552122e-46,1.1116009723762706e-44,1.467742542071786e-42,5.347448992582444e-40
f1_quad2d,0.99,1.5,alt_mom,10000,best,0.9201,0.7570,1.4062745375109395e-44,5.964185759119341e-44,5.568019854655932e-44,1.6791487999581646e-41
f1_quad2d,0.99,2.0,alt_mom,100,last,1.0095,0.9998,3.864710967727279,38.660094774833624,375.6777947884777,4198.405858295849
f1_quad2d,0.99,2.0,alt_mom,100,cesaro,1.8723,0.9943,0.0056167298011428795,0.5780284352166245,69.09955132393316,1985.5781970782102
f1_quad2d,0.99,2.0,alt_mom,100,pr,2.1844,0.9838,0.0006526709576590114,0.04370618932625502,3.1411088693545386,2999.927251873544
f1_quad2d,0.99,2.0,alt_mom,100,suffix,1.3979,0.9720,0.20625315285076354,24.48832568959834,316.1695535336582,4016.066359297357
f1_quad2d,0.99,2.0,alt_mom,100,best,1.3049,0.9878,0.4581333316952296,4.686095702322515,85.75043981387532,3888.170475672791
f1_quad2d,0.99,2.0,alt_mom,1000,last,1.0637,0.9998,0.00034232483441036006,0.00442899296661273,0.04782935964612989,0.5440056121199698
f1_quad2d,0.99,2.0,alt_mom,1000,cesaro,1.9990,1.0000,4.877218398354106e-05,0.0049957748043144064,0.4883516491244016,48.75375459233874
f1_quad2d,0.99,2.0,alt_mom,1000,pr,2.2277,0.6981,6.806535622884027e-09,8.547849322363887e-07,9.35147849400282e-08,0.379160856001311
f1_quad2d,0.99,2.0,alt_mom,1000,suffix,1.5096,0.8671,9.672163411678746e-07,0.0006697031192550581,0.0003762154858221257,0.1261406248225348
f1_quad2d,0.99,2.0,alt_mom,1000,best,0.9033,0.9148,4.325671496157151e-05,0.00071548108127463,0.0009502306462656217,0.04036742742616067
f1_quad2d,0.99,2.0,alt_mom,10000,last,0.9361,0.9949,2.7264869492956123e-43,3.201780558107153e-42,1.737408318305179e-41,2.0465308033837446e-40
f1_quad2d,0.99,2.0,alt_mom,10000,cesaro,2.0000,1.0000,4.949147620984327e-07,4.949136373233989e-05,0.004949135248458956,0.4949135135981452
f1_quad2d,0.99,2.0,alt_mom,10000,pr,3.3167,0.9904,6.421198197498679e-15,1.9738279516202092e-12,5.9806398385920305e-09,5.0460917878748466e-05
f1_quad2d,0.99,2.0,alt_mom,10000,suffix,1.2724,0.9509,1.8904065944583233e-46,1.9506695665222615e-44,5.398397694244074e-44,2.3464150018070033e-42
f1_quad2d,0.99,2.0,alt_mom,10000,best,1.5741,0.9685,9.503681888008951e-46,2.063035816708775e-43,1.2537826468655096e-42,9.196808244429417e-41
f1_quad2d,0.99,2.5,alt_mom,100,last,1.2449,0.9357,1.1458213841602303,2.3133255453918244,275.0690411902048,3290.1241247915295
f1_quad2d,0.99,2.5,alt_mom,100,cesaro,1.9965,0.9828,0.0012578695290651578,0.7747892331678538,23.24299971832625,1829.6978616998576
f1_quad2d,0.99,2.5,alt_mom,100,pr,1.9645,0.9781,0.001799213596781929,0.41379153382262196,5.3730561381151345,2704.6147281628596
f1_quad2d,0.99,2.5,alt_mom,100,suffix,1.4673,0.9909,0.16177366896308093,5.4785342229146385,299.11612527394163,3316.8055747702215
f1_quad2d,0.99,2.5,alt_mom,100,best,1.0201,0.9978,0.25667894738127583,2.3133255453918244,33.27877225766372,265.3216509020879
f1_quad2d,0.99,2.5,alt_mom,1000,last,0.9473,0.9955,0.0006281508792246504,0.007009912582174358,0.04023120029756579,0.5043660245037208
f1_quad2d,0.99,2.5,alt_mom,1000,cesaro,2.0000,1.0000,3.171426220624747e-05,0.003164849824397653,0.31242295391497454,31.86013533699487
f1_quad2d,0.99,2.5,alt_mom,1000,pr,2.7879,0.9278,6.180405827383041e-10,2.6574454563424554e-08,2.9585239194623997e-06,0.25227607836092086
f1_quad2d,0.99,2.5,alt_mom,1000,suffix,1.9799,0.9646,3.648195280232878e-07,0.00016578590498958937,0.026899543913532588,0.2661665073297032
f1_quad2d,0.99,2.5,alt_mom,1000,best,1.0127,0.9488,5.346182284371902e-06,0.00024251713703651016,0.0015228894151036278,0.0068827328910069175
f1_quad2d,0.99,2.5,alt_mom,10000,last,0.9736,0.9979,2.1810428392317462e-43,1.596420691949519e-42,2.0220496590909086e-41,1.6464289237879392e-40
f1_quad2d,0.99,2.5,alt_mom,10000,cesaro,2.0000,1.0000,3.167454477429969e-07,3.167447278869753e-05,0.0031674465590137315,0.31674464870281294
f1_quad2d,0.99,2.5,alt_mom,10000,pr,3.2554,0.9893,3.972164153590838e-15,1.0232566995097646e-12,2.561773963226362e-09,2.077072909570523e-05
