function,beta,etaL,init,T,iterate_type,kappa_exp,R2,f_at_k10,f_at_k100,f_at_k1000,f_at_k10000
f3_huber,0.95,2.9,zero_mom,10000,suffix,3.6581,0.0022,5.682861914110272,1.4993360797857578e-211,20.848727580892657,1.7135479508779975e-58
f3_huber,0.95,2.9,zero_mom,10000,best,4.2412,0.0030,0.016306093238712863,2.542690283940463e-213,0.04574189144812405,8.535730022385098e-59
f3_huber,0.99,0.5,zero_mom,100,last,0.9891,0.9999,1.6852641592988005,15.62116947347123,155.26644500251427,1552.7124162772138
f3_huber,0.99,0.5,zero_mom,100,cesaro,1.1283,0.9849,0.0003470748054795693,0.005303565156433566,0.13338666682094183,0.6830643637447247
f3_huber,0.99,0.5,zero_mom,100,pr,0.9704,0.9992,0.0017448530568128387,0.01446403664509429,0.13102490062585842,1.4366369785842454
f3_huber,0.99,0.5,zero_mom,100,suffix,0.7937,0.9833,0.1301659329980685,0.45363843124583425,3.037260176826778,30.546336168049734
f3_huber,0.99,0.5,zero_mom,100,best,0.9041,0.9986,0.015721632753723035,0.13801724449325908,1.223955771460276,7.841089592130089
f3_huber,0.99,0.5,zero_mom,1000,last,1.0000,1.0000,0.00012630243033501514,0.0012624627661128604,0.012644443134097872,0.12625609351582026
f3_huber,0.99,0.5,zero_mom,1000,cesaro,2.0356,0.9995,1.4754756765778404e-08,2.186580728014051e-06,0.00020287773853731213,0.019886288968616068
f3_huber,0.99,0.5,zero_mom,1000,pr,1.7894,0.9521,4.81365043041495e-09,2.1074181743941403e-08,4.051808118667142e-06,0.0007690110901561855
f3_huber,0.99,0.5,zero_mom,1000,suffix,0.9692,0.9785,8.62274624740725e-07,2.1643936597914892e-05,0.00010115489411520685,0.0008770344466918422
f3_huber,0.99,0.5,zero_mom,1000,best,0.8476,0.9857,1.9133328954606605e-06,1.4531022152738128e-05,0.00016400955108113787,0.0005703956494225256
f3_huber,0.99,0.5,zero_mom,10000,last,0.9443,0.9984,3.0607238222300687e-44,2.126252485369459e-43,2.0274224849462636e-42,2.0278873606884941e-41
f3_huber,0.99,0.5,zero_mom,10000,cesaro,1.9968,1.0000,2.0483504479170433e-10,2.0044750987845086e-08,2.000087563871255e-06,0.00019996488103799295
f3_huber,0.99,0.5,zero_mom,10000,pr,1.9736,0.9984,8.680387777242701e-14,7.610277358004176e-12,4.998564662713612e-10,8.156781315869544e-08
f3_huber,0.99,0.5,zero_mom,10000,suffix,0.9902,0.9900,1.4852461830199123e-46,1.3868505776270998e-45,2.3330764339012656e-44,1.158287150581862e-43
f3_huber,0.99,0.5,zero_mom,10000,best,0.6083,0.9040,8.471885630303897e-46,1.3910388104635618e-45,2.2197645233954452e-44,3.5866688053764983e-44
f3_huber,0.99,1.0,zero_mom,100,last,0.9293,0.9975,0.32801652346223825,2.0652763805314307,19.574827261410658,194.13944154123087
f3_huber,0.99,1.0,zero_mom,100,cesaro,1.1409,0.9902,0.00019686938443137791,0.0013554491533823115,0.02283697483574151,0.4877591519850784
f3_huber,0.99,1.0,zero_mom,100,pr,0.9908,0.9965,0.0007337696718832174,0.009106699892024969,0.05971315081458929,0.7868456034930382
f3_huber,0.99,1.0,zero_mom,100,suffix,0.9443,0.9997,0.10096876828111029,0.8731504698942717,7.179849932946053,70.25619282866946
f3_huber,0.99,1.0,zero_mom,100,best,0.5551,0.8730,0.012014536037805001,0.10108055733723219,0.4990005,0.499900005
f3_huber,0.99,1.0,zero_mom,1000,last,0.9737,0.9999,2.133620232538088e-05,0.00019842939053930903,0.0018163478329526151,0.01795981902702367
f3_huber,0.99,1.0,zero_mom,1000,cesaro,2.0108,1.0000,4.666150003625206e-09,4.909497027574136e-07,4.9240157462292814e-05,0.005065162937344933
f3_huber,0.99,1.0,zero_mom,1000,pr,1.0594,0.9141,2.5906369189980274e-09,3.6813823831806995e-08,1.933387943727509e-06,2.3516188675909423e-06
f3_huber,0.99,1.0,zero_mom,1000,suffix,0.4762,0.8591,7.974192806663467e-07,1.3188202646102089e-06,1.4265592904532685e-05,1.3938044704962577e-05
f3_huber,0.99,1.0,zero_mom,1000,best,1.0556,0.8086,1.8288440974582306e-07,4.611021783364733e-05,0.00024050597202447376,0.0003482499489129276
f3_huber,0.99,1.0,zero_mom,10000,last,0.9906,1.0000,5.679503147033202e-44,5.397863796823237e-43,5.311665908212143e-42,5.310730044861066e-41
f3_huber,0.99,1.0,zero_mom,10000,cesaro,1.9872,1.0000,5.4989001649780124e-11,5.048990151479812e-09,5.003999150129991e-07,4.9995000499950096e-05
f3_huber,0.99,1.0,zero_mom,10000,pr,0.8707,0.5015,2.1509315634150358e-14,1.9392342475277595e-12,1.5852084728401705e-10,3.957429048058612e-12
f3_huber,0.99,1.0,zero_mom,10000,suffix,1.0291,0.9859,6.107329422447463e-47,1.0250878671380604e-45,1.3872920942502483e-44,6.901949314079324e-44
f3_huber,0.99,1.0,zero_mom,10000,best,0.7758,0.8750,3.0608877458139753e-46,1.202159085419218e-44,1.1735362336320276e-44,1.1891777112702195e-43
f3_huber,0.99,1.5,zero_mom,100,last,0.9997,1.0000,2.601511566499037,26.18473077068191,260.27331501995627,2601.59508078512
f3_huber,0.99,1.5,zero_mom,100,cesaro,1.1105,0.7476,0.000136471929270897,8.493136803067671e-05,0.0007235644427159794,0.33610671168315176
f3_huber,0.99,1.5,zero_mom,100,pr,1.0146,0.9601,0.0005580382441822523,0.0017121999989365465,0.06967626962073108,0.3909745238562723
f3_huber,0.99,1.5,zero_mom,100,suffix,0.7316,0.9814,0.05047695944527591,0.15225934934770252,0.9086733364804853,7.638913100031719
f3_huber,0.99,1.5,zero_mom,100,best,0.7168,0.9895,0.034962137169641284,0.21429970336939588,0.6991053759372765,5.777943237925148
f3_huber,0.99,1.5,zero_mom,1000,last,0.9970,1.0000,7.648044669990889e-05,0.0007739266741592462,0.007550003313474003,0.07537190728933414
f3_huber,0.99,1.5,zero_mom,1000,cesaro,1.1919,0.9915,7.230702332273834e-07,7.407859862871477e-06,9.476070246841085e-05,0.0029059687364718545
f3_huber,0.99,1.5,zero_mom,1000,pr,1.5728,0.9986,2.7868256125421756e-10,1.345415230865187e-08,5.39025968035516e-07,1.4236420912397365e-05
f3_huber,0.99,1.5,zero_mom,1000,suffix,1.0314,0.9886,2.2201889177917272e-07,2.2551885701850105e-06,4.447958709802745e-05,0.00022535041797118436
f3_huber,0.99,1.5,zero_mom,1000,best,0.4822,0.8383,4.471307405091375e-06,3.876203540663847e-06,4.760237039806909e-05,7.846097407853435e-05
f3_huber,0.99,1.5,zero_mom,10000,last,0.9948,1.0000,1.6303012922438161e-43,1.5739002278108206e-42,1.5681579489182362e-41,1.5681525165328363e-40
f3_huber,0.99,1.5,zero_mom,10000,cesaro,1.1918,0.9914,7.328625842532479e-09,7.52858584853168e-08,9.528185908523684e-07,2.952418650844373e-05
f3_huber,0.99,1.5,zero_mom,10000,pr,1.6809,0.9851,1.0273437909170001e-14,8.747745212985592e-13,7.589411532774948e-11,9.30304979369146e-10
f3_huber,0.99,1.5,zero_mom,10000,suffix,1.1641,0.7371,7.927731828868535e-48,2.3397713961994387e-48,3.708647314010435e-45,5.162631443376357e-45
f3_huber,0.99,1.5,zero_mom,10000,best,0.1952,0.1383,2.0828495269861897e-46,4.446060020260806e-45,2.508500393620222e-46,2.429806706158772e-45
f3_huber,0.99,2.0,zero_mom,100,last,0.9987,1.0000,0.28802300851843043,2.852642715022541,28.536324742545442,285.21652245928584
f3_huber,0.99,2.0,zero_mom,100,cesaro,1.0571,0.9878,0.00023811482063454905,0.0024873420493347963,0.01647439186252338,0.4234294724356398
f3_huber,0.99,2.0,zero_mom,100,pr,0.9957,0.9950,0.0008662072187825018,0.007965870817502793,0.11866876227704684,0.7337746264047487
f3_huber,0.99,2.0,zero_mom,100,suffix,0.9670,0.9998,0.07594752323338132,0.64806009705249,6.067773477144186,60.24208898301966
f3_huber,0.99,2.0,zero_mom,100,best,0.9987,1.0000,0.28802300851843043,2.852642715022541,28.536324742545442,285.21652245928584
f3_huber,0.99,2.0,zero_mom,1000,last,0.9915,1.0000,0.00036488429687133844,0.0034399539409352784,0.03424493607715559,0.3423005419557616
f3_huber,0.99,2.0,zero_mom,1000,cesaro,1.9684,0.9996,1.6403823823900103e-09,1.1626238820936932e-07,1.2781444599758522e-05,0.0012472480766718627
f3_huber,0.99,2.0,zero_mom,1000,pr,1.7504,0.9885,5.437892764578171e-11,1.0768342369600112e-08,3.397802050796627e-07,1.1763999981850542e-05
f3_huber,0.99,2.0,zero_mom,1000,suffix,0.9490,0.9821,3.5728174307616785e-07,1.7001806519443774e-06,3.662367835323479e-05,0.00018705173908817563
f3_huber,0.99,2.0,zero_mom,1000,best,0.5774,0.8933,4.606357023402695e-06,1.951732735542318e-05,0.00019025241674737423,0.00018125302883910806
f3_huber,0.99,2.0,zero_mom,10000,last,0.9960,1.0000,1.1903477937027562e-43,1.155622530833714e-42,1.155196652700238e-41,1.1545924272207173e-40
f3_huber,0.99,2.0,zero_mom,10000,cesaro,1.9872,1.0000,1.3747250412445031e-11,1.262247537869953e-09,1.2509997875324978e-07,1.2498750124987524e-05
f3_huber,0.99,2.0,zero_mom,10000,pr,1.8000,0.9949,5.3823216584885014e-15,4.897186101770976e-13,4.420247281958133e-11,1.2002696826421977e-09
f3_huber,0.99,2.0,zero_mom,10000,suffix,1.1317,0.9893,7.78818562304536e-48,1.4653603747466856e-46,2.778501719804594e-45,1.7295273593063226e-44
f3_huber,0.99,2.0,zero_mom,10000,best,0.3491,0.2693,3.318118106985805e-45,1.5395821036178887e-46,8.727306459292818e-45,1.2586728273707302e-44
f3_huber,0.99,2.5,zero_mom,100,last,0.9838,0.9999,1.1154748212330254,10.083583626807489,99.0808447850812,990.7639988052965
f3_huber,0.99,2.5,zero_mom,100,cesaro,1.2012,0.9566,7.411048326995902e-05,0.0002646833084383455,0.005629208612648323,0.27000603129505074
f3_huber,0.99,2.5,zero_mom,100,pr,1.0410,0.9827,0.0003601299033849729,0.0023669032470552704,0.06664516410699002,0.3492554988102524
f3_huber,0.99,2.5,zero_mom,100,suffix,0.9400,0.9521,0.004416655845197144,0.15961748376289037,0.4282545845305414,4.32135508523532
f3_huber,0.99,2.5,zero_mom,100,best,0.7957,0.9907,0.028469301771616842,0.21399858226450186,0.8148069644925258,8.184915412408476
f3_huber,0.99,2.5,zero_mom,1000,last,1.0000,1.0000,648.3703395606533,6483.703344866877,64837.03346605125,648370.3344938558
f3_huber,0.99,2.5,zero_mom,1000,cesaro,1.0000,1.0000,10.762176583761052,107.62176593119393,1076.2176660580064,10762.177398631477
f3_huber,0.99,2.5,zero_mom,1000,pr,1.0000,1.0000,15.628535316013819,156.28535315436645,1562.8535319376306,15628.535322896498
f3_huber,0.99,2.5,zero_mom,1000,suffix,1.0000,1.0000,0.49854018763010494,4.985398283639435,49.85397924916559,498.53977284212726
f3_huber,0.99,2.5,zero_mom,1000,best,0.4281,0.8937,0.028469301771616842,0.07535867115141227,0.09518695786690835,0.7038734314402022
f3_huber,0.99,2.5,zero_mom,10000,last,1.0000,1.0000,648.4175241777713,6484.1752417777125,64841.75241777708,648417.5241777819
f3_huber,0.99,2.5,zero_mom,10000,cesaro,1.0000,1.0000,13.191113333355451,131.91113333427495,1319.1113334147747,13191.113341335733
f3_huber,0.99,2.5,zero_mom,10000,pr,1.0000,1.0000,13.642907954738982,136.4290795473907,1364.2907954739742,13642.907954729519
f3_huber,0.99,2.5,zero_mom,10000,suffix,1.0000,1.0000,0.4781398151929774,4.781398151929962,47.81398151931242,478.1398151897007
f3_huber,0.99,2.5,zero_mom,10000,best,0.4281,0.8937,0.028469301771616842,0.07535867115141227,0.09518695786690835,0.7038734314402022
f3_huber,0.99,2.9,zero_mom,100,last,1.0000,1.0000,13.697571531723659,136.9740949595362,1369.7648095288932,13697.077113595842
f3_huber,0.99,2.9,zero_mom,100,cesaro,1.0004,1.0000,0.04833321875773402,0.48323898623226813,4.82931236469706,48.490927133650686
f3_huber,0.99,2.9,zero_mom,100,pr,0.9999,1.0000,0.34483474536797515,3.448661984847373,34.48544160779754,344.7006686141432
f3_huber,0.99,2.9,zero_mom,100,suffix,0.9998,1.0000,2.654891761670689,26.630182164188724,265.38392689395187,2653.633335597438
f3_huber,0.99,2.9,zero_mom,100,best,0.9956,1.0000,5.080660883603366,49.18569738787184,491.50091190393493,4914.60784520522
f3_huber,0.99,2.9,zero_mom,1000,last,1.3938,0.9970,13.671362510750697,206.1641652760598,8075.354456573831,178127.16177711624
f3_huber,0.99,2.9,zero_mom,1000,cesaro,0.9816,0.9994,0.43619788307149804,4.36875955616897,45.726538845362214,373.07363516362534
f3_huber,0.99,2.9,zero_mom,1000,pr,0.9575,0.9974,0.3662610017894845,3.6602642359553847,39.635024508003774,257.44153510614007
f3_huber,0.99,2.9,zero_mom,1000,suffix,1.5922,0.5751,0.5641030087252206,0.0017363244861599242,30.20155803499833,4416.544807017177
f3_huber,0.99,2.9,zero_mom,1000,best,1.4633,0.5881,1.679047641588063e-05,0.23014328668519787,8.32454230130976,0.3829317560840902
f3_huber,0.99,2.9,zero_mom,10000,last,3.5813,0.1336,104.1094151279857,5.763458514027287e-22,15970.863416586933,298011.33416656585
f3_huber,0.99,2.9,zero_mom,10000,cesaro,1.3433,0.5858,3.83272419644027,0.03663956385990029,69.20349786267437,9310.441466688417
f3_huber,0.99,2.9,zero_mom,10000,pr,1.2564,0.6057,6.820959094057594,0.11967432226954798,107.70106330691634,10892.490191321382
f3_huber,0.99,2.9,zero_mom,10000,suffix,3.6512,0.1158,9.409342898263153,1.094809315081698e-25,1525.212130379795,5793.025283447112
f3_huber,0.99,2.9,zero_mom,10000,best,3.7947,0.1626,1.679047641588063e-05,6.759598563433753e-27,0.050429897353607644,0.3829317560840902
f3_huber,0.5,0.5,alt_mom,100,last,2.7305,0.6193,2.2994871790329077e-09,1.51,2.401,2.4901
f3_huber,0.5,0.5,alt_mom,100,cesaro,0.4291,0.7021,0.11769233979295639,1.9750995000490148,2.4603910400941085,2.945642084109401
f3_huber,0.5,0.5,alt_mom,100,pr,0.7538,0.6425,0.008399921079499335,1.8417724713647836,2.432779460298971,2.49188015919239
f3_huber,0.5,0.5,alt_mom,100,suffix,2.5704,0.6193,7.790045045727373e-09,1.555,2.4055,2.49055
f3_huber,0.5,0.5,alt_mom,100,best,2.6940,0.6109,2.2994871790329077e-09,1.51,1.99875,1.999875
f3_huber,0.5,0.5,alt_mom,1000,last,32.0880,0.6590,8.48217096523767e-105,4.486495271071383e-08,1.501,2.4001
f3_huber,0.5,0.5,alt_mom,1000,cesaro,1.1139,0.8693,0.0011982074847558212,0.1242821766514864,1.9975009995000006,2.451093811183821
f3_huber,0.5,0.5,alt_mom,1000,pr,2.1673,0.8639,8.863173198287097e-07,0.008065781181802336,1.834317373245517,2.4334173804239674
f3_huber,0.5,0.5,alt_mom,1000,suffix,31.4576,0.6591,9.685437708861112e-103,6.134625649835297e-08,1.516,2.4016
f3_huber,0.5,0.5,alt_mom,1000,best,32.0642,0.6584,8.48217096523767e-105,4.486495271071383e-08,1.501,1.999875
f3_huber,0.5,0.5,alt_mom,10000,last,,,0.0,1.8670102013936165e-87,5.503977484411134e-08,1.5001
f3_huber,0.5,0.5,alt_mom,10000,cesaro,1.7666,0.9876,1.2003650129265822e-05,0.0012452060468385719,0.12491341903211825,1.9997500099995
f3_huber,0.5,0.5,alt_mom,10000,pr,3.4935,0.9874,8.911119734728589e-11,8.117636683241672e-07,0.008018302879967184,1.8334331733733245
f3_huber,0.5,0.5,alt_mom,10000,suffix,,,0.0,5.555712443578735e-87,6.082742293767348e-08,1.50505
f3_huber,0.5,0.5,alt_mom,10000,best,,,0.0,1.8670102013936165e-87,5.503977484411134e-08,1.5001
f3_huber,0.5,1.0,alt_mom,100,last,8.2956,0.6198,9.074996163566254e-28,0.52,2.302,2.4802
f3_huber,0.5,1.0,alt_mom,100,cesaro,0.6100,0.6979,0.027891494473129,1.4812253700617586,2.374610136261151,2.573129085383786
f3_huber,0.5,1.0,alt_mom,100,pr,1.1241,0.6704,0.0005603577352803704,1.1850981569944312,2.3671131948715103,2.485325192745387
f3_huber,0.5,1.0,alt_mom,100,suffix,8.2136,0.6179,1.6177089484403716e-27,0.61,2.311,2.4811
f3_huber,0.5,1.0,alt_mom,100,best,8.4977,0.6131,1.008349631799615e-28,0.52,1.499,1.4999
f3_huber,0.5,1.0,alt_mom,1000,last,91.3919,0.6448,1.242312246771481e-299,3.84413162848974e-17,0.502,2.3002
f3_huber,0.5,1.0,alt_mom,1000,cesaro,1.3464,0.9093,0.0002839529452768928,0.030946096955295443,1.4981247503745005,2.3974511001486025
f3_huber,0.5,1.0,alt_mom,1000,pr,2.6167,0.9048,5.9115976042456365e-08,0.000510718747521639,1.1686506987270473,2.3668507142022235
f3_huber,0.5,1.0,alt_mom,1000,suffix,88.9330,0.6453,1.6028389510147516e-291,7.386298481508265e-17,0.532,2.3032
f3_huber,0.5,1.0,alt_mom,1000,best,91.3361,0.6443,1.242312246771481e-299,3.84413162848974e-17,0.502,1.4999
f3_huber,0.5,1.0,alt_mom,10000,last,,,0.0,1.8027872848376213e-178,1.0445790673978535e-16,0.5002
f3_huber,0.5,1.0,alt_mom,10000,cesaro,1.9169,0.9981,2.8446423942786388e-06,0.0003100181952607659,0.0312199605358355,1.499812497500375
f3_huber,0.5,1.0,alt_mom,10000,pr,3.7869,0.9985,5.9435771925508924e-12,5.1348157808158395e-08,0.000502351445618482,1.166866506698785
f3_huber,0.5,1.0,alt_mom,10000,suffix,,,0.0,1.9599683529784975e-177,1.2783414249861202e-16,0.5101
f3_huber,0.5,1.0,alt_mom,10000,best,,,0.0,1.8027872848376213e-178,1.0445790673978535e-16,0.5002
f3_huber,0.5,1.5,alt_mom,100,last,8.7248,0.6441,6.589876430269886e-29,0.0655879132626448,2.203,2.4703
f3_huber,0.5,1.5,alt_mom,100,cesaro,0.7342,0.7306,0.011705953900945414,1.028421458777728,2.318782722826738,2.5001509906436192
f3_huber,0.5,1.5,alt_mom,100,pr,1.3586,0.7124,0.00011497240936272312,0.5980606394529995,2.301445504466642,2.478755976524312
f3_huber,0.5,1.5,alt_mom,100,suffix,8.2503,0.6428,2.2881497159317508e-27,0.08778539047389088,2.2165,2.47165
f3_huber,0.5,1.5,alt_mom,100,best,8.8155,0.6436,3.285598424660923e-29,0.0655879132626448,2.203,2.4703
f3_huber,0.5,1.5,alt_mom,1000,last,92.6642,0.6694,4.668054895343261e-301,1.6097033827013972e-26,0.0674640693362224,2.2003
f3_huber,0.5,1.5,alt_mom,1000,cesaro,1.4764,0.9300,0.00011917396863231058,0.013696453751597679,1.0424720175234772,2.3468578427122884
f3_huber,0.5,1.5,alt_mom,1000,pr,2.8590,0.9270,1.2129227044627402e-08,0.00010206893418093385,0.5822698623503466,2.3002840464771737
f3_huber,0.5,1.5,alt_mom,1000,suffix,90.2273,0.6700,4.5532121844552707e-293,4.4779396379214695e-26,0.07390128362030375,2.2048
f3_huber,0.5,1.5,alt_mom,1000,best,92.6642,0.6694,4.668054895343261e-301,1.6097033827013972e-26,0.0674640693362224,2.2003
f3_huber,0.5,1.5,alt_mom,10000,last,,,0.0,1.276339726707904e-272,1.8651434142294177e-25,0.06764733557972784
f3_huber,0.5,1.5,alt_mom,10000,cesaro,1.9830,0.9996,1.1938855683829062e-06,0.00013721115995145368,0.013869964228486846,1.0438833137745296
f3_huber,0.5,1.5,alt_mom,10000,pr,3.9019,0.9999,1.2194841741925063e-12,1.0262108991164526e-08,9.935440673714647e-05,0.5805911421026368
f3_huber,0.5,1.5,alt_mom,10000,suffix,,,0.0,6.201335005315827e-271,2.532603761595214e-25,0.06969275762653286
f3_huber,0.5,1.5,alt_mom,10000,best,,,0.0,1.276339726707904e-272,1.8651434142294177e-25,0.06764733557972784
f3_huber,0.5,2.0,alt_mom,100,last,8.9472,0.6688,2.3989234776473363e-29,0.007658733531803503,2.104,2.4604
f3_huber,0.5,2.0,alt_mom,100,cesaro,0.8323,0.7630,0.0061516334182923245,0.6995611124696645,2.267380256837565,2.4714223703558473
f3_huber,0.5,2.0,alt_mom,100,pr,1.5441,0.7568,3.6220788916141936e-05,0.2578055991995264,2.235777793159682,2.4721865512823165
f3_huber,0.5,2.0,alt_mom,100,suffix,8.5664,0.6668,3.917075299995761e-28,0.011420551534541917,2.122,2.4622
f3_huber,0.5,2.0,alt_mom,100,best,8.9179,0.6664,2.3989234776473363e-29,0.007658733531803503,1.995,1.9995
f3_huber,0.5,2.0,alt_mom,1000,last,93.2989,0.6950,3.040700184017893e-300,3.0495970524438135e-36,0.009010952649664106,2.1004
f3_huber,0.5,2.0,alt_mom,1000,cesaro,1.5662,0.9449,6.262749488273964e-05,0.007670816496191122,0.7145208538381036,2.2967150727394485
f3_huber,0.5,2.0,alt_mom,1000,pr,3.0186,0.9452,3.821179141453009e-09,3.2655322772226113e-05,0.2508448605395549,2.233717378730073
f3_huber,0.5,2.0,alt_mom,1000,suffix,91.5401,0.6951,1.4389569240656312e-294,1.2689024542439043e-35,0.010180403639697586,2.1064
f3_huber,0.5,2.0,alt_mom,1000,best,93.2924,0.6949,3.040700184017893e-300,3.0495970524438135e-36,0.009010952649664106,1.9995
f3_huber,0.5,2.0,alt_mom,10000,last,,,0.0,0.0,3.13150243613278e-34,0.009143163514533485
f3_huber,0.5,2.0,alt_mom,10000,cesaro,2.0179,0.9998,6.27402638198334e-07,7.684628797394233e-05,0.007798707720548813,0.7160018041308812
f3_huber,0.5,2.0,alt_mom,10000,pr,3.9422,1.0000,3.841850327816664e-13,3.2831976165799623e-09,3.147560096627126e-05,0.25006958949464936
f3_huber,0.5,2.0,alt_mom,10000,suffix,,,0.0,0.0,4.727483102784262e-34,0.009513993445485716
f3_huber,0.5,2.0,alt_mom,10000,best,,,0.0,0.0,3.13150243613278e-34,0.009143163514533485
f3_huber,0.5,2.5,alt_mom,100,last,8.9297,0.6958,5.652225601929931e-29,0.0008249941817010172,2.005,2.4505
f3_huber,0.5,2.5,alt_mom,100,cesaro,0.9144,0.7931,0.003716825020218611,0.473330345638526,2.2197083619253015,2.479999460837173
f3_huber,0.5,2.5,alt_mom,100,pr,1.6908,0.7898,1.4974574095334572e-05,0.11974727967930379,2.170139605124992,2.465912358763027
f3_huber,0.5,2.5,alt_mom,100,suffix,8.8544,0.6904,8.525750781001723e-29,0.0013795153248823612,2.0275,2.45275
f3_huber,0.5,2.5,alt_mom,100,best,9.2763,0.6922,3.953150125703033e-30,0.0008249941817010172,2.005,2.4505
f3_huber,0.5,2.5,alt_mom,1000,last,94.1175,0.7210,6.448141744806786e-300,2.3874347652751416e-46,0.0011961705256949035,2.0005
f3_huber,0.5,2.5,alt_mom,1000,cesaro,1.6320,0.9569,3.7839614961711614e-05,0.0048902658280782,0.4884357743030398,2.2469520983511995
f3_huber,0.5,2.5,alt_mom,1000,pr,3.1349,0.9584,1.5797703997477529e-09,1.3520780151645933e-05,0.11691655559942901,2.167150742129094
f3_huber,0.5,2.5,alt_mom,1000,suffix,92.2876,0.7212,4.604185738730101e-294,1.5397425942892296e-45,0.0013941667444948205,2.008
f3_huber,0.5,2.5,alt_mom,1000,best,94.1314,0.7210,5.79365904261255e-300,2.3874347652751416e-46,0.0011961705256949035,2.0005
f3_huber,0.5,2.5,alt_mom,10000,last,,,0.0,0.0,4.941149841977131e-43,0.001235039978336762
f3_huber,0.5,2.5,alt_mom,10000,cesaro,2.0342,0.9998,3.790775010215207e-07,4.8990713867321244e-05,0.004989407118807168,0.4899267262215569
f3_huber,0.5,2.5,alt_mom,10000,pr,3.9574,1.0000,1.5883163817957325e-13,1.3593922644041723e-09,1.2908460115228186e-05,0.1165718747834665
f3_huber,0.5,2.5,alt_mom,10000,suffix,,,0.0,0.0,8.310087581606638e-43,0.001298031830342057
f3_huber,0.5,2.5,alt_mom,10000,best,,,0.0,0.0,4.941149841977131e-43,0.001235039978336762
f3_huber,0.5,2.9,alt_mom,100,last,8.5808,0.7228,1.4970056200587389e-27,0.00013020228407141691,1.9258,2.44258
f3_huber,0.5,2.9,alt_mom,100,cesaro,0.9706,0.8103,0.0026038624575906878,0.3535097903710067,2.1771488132764487,2.4426408060318154
f3_huber,0.5,2.9,alt_mom,100,pr,1.7949,0.8090,7.996034120058266e-06,0.06932383763963226,2.1175776884539776,2.4603793423149676
f3_huber,0.5,2.9,alt_mom,100,suffix,8.7007,0.7136,4.892758797168834e-28,0.00023985544182567373,1.9519,2.44519
f3_huber,0.5,2.9,alt_mom,100,best,9.0634,0.7163,3.685103158625452e-29,0.00013020228407141691,1.9258,2.44258
f3_huber,0.5,2.9,alt_mom,1000,last,95.0176,0.7418,2.2621519320210766e-300,9.661343126778089e-55,0.00023673905417017697,1.92058
f3_huber,0.5,2.9,alt_mom,1000,cesaro,1.6767,0.9643,2.6508956507910255e-05,0.00361963011822652,0.3668063167642077,2.206691528114573
f3_huber,0.5,2.9,alt_mom,1000,pr,3.2151,0.9661,8.435564135461087e-10,7.5326588163520155e-06,0.06775087573719726,2.113897378658543
f3_huber,0.5,2.9,alt_mom,1000,suffix,92.6520,0.7428,8.768322577570644e-293,9.098468337524367e-54,0.00028294046296197987,1.92928
f3_huber,0.5,2.9,alt_mom,1000,best,95.0176,0.7418,2.2621519320210766e-300,9.661343126778089e-55,0.00023673905417017697,1.92058
f3_huber,0.5,2.9,alt_mom,10000,last,,,0.0,0.0,4.292525472899889e-50,0.00024886303969116755
f3_huber,0.5,2.9,alt_mom,10000,cesaro,2.0435,0.9997,2.65566893264504e-07,3.626147732285157e-05,0.003706520005449753,0.3681183198314149
f3_huber,0.5,2.9,alt_mom,10000,pr,3.9678,1.0000,8.481197462733038e-14,7.573407754949915e-10,7.136323289009853e-06,0.06754815020444024
f3_huber,0.5,2.9,alt_mom,10000,suffix,,,0.0,0.0,7.882177019588857e-50,0.0002636581899441822
f3_huber,0.5,2.9,alt_mom,10000,best,,,0.0,0.0,4.292525472899889e-50,0.00024886303969116755
f3_huber,0.7,0.5,alt_mom,100,last,3.7116,0.6106,2.453797772577691e-12,3.5388888888888883,5.003888888888902,5.150388888889043
f3_huber,0.7,0.5,alt_mom,100,cesaro,0.3238,0.6683,0.4553914645101652,4.218687892004037,4.950723804528823,5.181147286212335
f3_huber,0.7,0.5,alt_mom,100,pr,0.6542,0.6374,0.03642456409944969,4.084296230170685,5.049390071934865,5.146081061892717
f3_huber,0.7,0.5,alt_mom,100,suffix,3.5764,0.6104,6.8833286287725465e-12,3.6138888888888774,5.011388888888892,5.151138888889032
f3_huber,0.7,0.5,alt_mom,100,best,4.0707,0.6109,1.5819536366818026e-13,3.3664999999999994,5.003888888888902,5.13928326941893
f3_huber,0.7,0.5,alt_mom,1000,last,46.9379,0.6622,1.4598434460904023e-152,5.8798591862034395e-12,3.503888888888888,5.000388888888888
f3_huber,0.7,0.5,alt_mom,1000,cesaro,1.0062,0.8410,0.004636172783980819,0.490015392809901,4.321848897208537,5.06997731707372
f3_huber,0.7,0.5,alt_mom,1000,pr,2.0490,0.8534,3.842685425923615e-06,0.029942832013856724,4.0593409671166505,5.055841064014071
f3_huber,0.7,0.5,alt_mom,1000,suffix,45.6737,0.6627,1.995326335464965e-148,1.0198007802173473e-11,3.528888888888888,5.002888888888888
f3_huber,0.7,0.5,alt_mom,1000,best,47.2671,0.6618,1.1668935472747822e-153,5.8798591862034395e-12,3.503888888888888,5.000388888888888
f3_huber,0.7,0.5,alt_mom,10000,last,,,0.0,4.741077067177535e-149,1.6967984344881586e-11,3.5003888888888883
f3_huber,0.7,0.5,alt_mom,10000,cesaro,1.6911,0.9764,4.644520815113334e-05,0.004908979211926531,0.4930260244003637,4.332184688990539
