function,beta,etaL,init,T,A,B,exp_diff,R2,ratio_k10,ratio_k100,ratio_k1000,ratio_k10000
f2_quad10d,0.99,2.9,zero_mom,1000,last,suffix,-0.2238,0.7798,3.868306e+02,4.653756e+02,1.265201e+02,1.071562e+02
f2_quad10d,0.99,2.9,zero_mom,1000,last,best,-0.0620,0.4690,2.727867e+00,3.003338e+00,1.662388e+00,2.064086e+00
f2_quad10d,0.99,2.9,zero_mom,1000,cesaro,pr,0.5125,0.8860,1.004161e+00,1.161170e+01,1.705139e+01,4.512065e+01
f2_quad10d,0.99,2.9,zero_mom,1000,cesaro,suffix,0.9074,0.9912,1.844424e-03,2.630580e-02,1.633666e-01,1.062355e+00
f2_quad10d,0.99,2.9,zero_mom,1000,cesaro,best,1.0692,0.9991,1.300658e-05,1.697665e-04,2.146526e-03,2.046351e-02
f2_quad10d,0.99,2.9,zero_mom,1000,pr,suffix,0.3950,0.9374,1.836782e-03,2.265457e-03,9.580841e-03,2.354475e-02
f2_quad10d,0.99,2.9,zero_mom,1000,pr,best,0.5568,0.9155,1.295269e-05,1.462030e-05,1.258857e-04,4.535286e-04
f2_quad10d,0.99,2.9,zero_mom,1000,suffix,best,0.1618,0.8535,7.051838e-03,6.453578e-03,1.313932e-02,1.926241e-02
f2_quad10d,0.99,2.9,zero_mom,10000,cesaro,pr,0.0753,0.6676,2.552860e+03,2.562994e+03,2.677286e+03,4.484416e+03
f2_quad10d,0.5,0.5,alt_mom,100,last,cesaro,2.8252,0.6490,2.004339e-10,9.213454e-02,3.356613e-01,3.404340e-01
f2_quad10d,0.5,0.5,alt_mom,100,last,pr,2.3179,0.6369,1.389886e-08,2.490161e-01,5.737409e-01,5.602696e-01
f2_quad10d,0.5,0.5,alt_mom,100,last,suffix,0.1560,0.6637,2.949746e-01,8.633185e-01,9.457717e-01,9.478433e-01
f2_quad10d,0.5,0.5,alt_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.5,0.5,alt_mom,100,cesaro,pr,-0.5073,0.7053,6.934385e+01,2.702744e+00,1.709285e+00,1.645751e+00
f2_quad10d,0.5,0.5,alt_mom,100,cesaro,suffix,-2.6691,0.6482,1.471680e+09,9.370194e+00,2.817637e+00,2.784220e+00
f2_quad10d,0.5,0.5,alt_mom,100,cesaro,best,-2.8252,0.6490,4.989177e+09,1.085369e+01,2.979194e+00,2.937427e+00
f2_quad10d,0.5,0.5,alt_mom,100,pr,suffix,-2.1618,0.6350,2.122294e+07,3.466918e+00,1.648430e+00,1.691763e+00
f2_quad10d,0.5,0.5,alt_mom,100,pr,best,-2.3179,0.6369,7.194836e+07,4.015805e+00,1.742947e+00,1.784855e+00
f2_quad10d,0.5,0.5,alt_mom,100,suffix,best,-0.1560,0.6637,3.390123e+00,1.158321e+00,1.057338e+00,1.055027e+00
f2_quad10d,0.5,0.5,alt_mom,1000,cesaro,pr,-1.2173,0.9054,6.691712e+03,8.078255e+01,2.812722e+00,1.794662e+00
f2_quad10d,0.5,0.5,alt_mom,10000,cesaro,pr,-1.7992,0.9956,6.667692e+05,8.047124e+03,8.603349e+01,3.045150e+00
f2_quad10d,0.5,1.0,alt_mom,100,last,cesaro,8.0868,0.6426,1.097955e-27,1.414987e-02,2.856110e-01,3.643538e-01
f2_quad10d,0.5,1.0,alt_mom,100,last,pr,7.3873,0.6316,2.889941e-25,6.843141e-02,5.131468e-01,6.218417e-01
f2_quad10d,0.5,1.0,alt_mom,100,last,suffix,0.5189,0.6449,1.912582e-02,7.724661e-01,9.382736e-01,9.616604e-01
f2_quad10d,0.5,1.0,alt_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.5,1.0,alt_mom,100,cesaro,pr,-0.6994,0.7596,2.632113e+02,4.836187e+00,1.796663e+00,1.706698e+00
f2_quad10d,0.5,1.0,alt_mom,100,cesaro,suffix,-7.5679,0.6424,1.741949e+25,5.459174e+01,3.285145e+00,2.639359e+00
f2_quad10d,0.5,1.0,alt_mom,100,cesaro,best,-8.0868,0.6426,9.107843e+26,7.067202e+01,3.501265e+00,2.744585e+00
f2_quad10d,0.5,1.0,alt_mom,100,pr,suffix,-6.8685,0.6306,6.618064e+22,1.128818e+01,1.828470e+00,1.546471e+00
f2_quad10d,0.5,1.0,alt_mom,100,pr,best,-7.3873,0.6316,3.460278e+24,1.461317e+01,1.948760e+00,1.608126e+00
f2_quad10d,0.5,1.0,alt_mom,100,suffix,best,-0.5189,0.6449,5.228535e+01,1.294555e+00,1.065787e+00,1.039868e+00
f2_quad10d,0.5,1.0,alt_mom,1000,cesaro,pr,-1.4185,0.9453,2.540035e+04,3.227788e+02,5.421310e+00,1.854582e+00
f2_quad10d,0.5,1.0,alt_mom,10000,cesaro,pr,-1.8827,0.9995,2.530917e+06,3.216202e+04,3.440946e+02,6.089789e+00
f2_quad10d,0.5,1.5,alt_mom,100,last,cesaro,8.0590,0.6685,2.576846e-27,2.198384e-03,2.599094e-01,3.834031e-01
f2_quad10d,0.5,1.5,alt_mom,100,last,pr,7.2358,0.6518,1.436550e-24,1.873287e-02,4.927382e-01,6.359184e-01
f2_quad10d,0.5,1.5,alt_mom,100,last,suffix,0.3537,0.6863,6.904085e-02,7.188160e-01,9.348157e-01,9.553202e-01
f2_quad10d,0.5,1.5,alt_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.5,1.5,alt_mom,100,cesaro,pr,-0.8232,0.8112,5.574841e+02,8.521199e+00,1.895807e+00,1.658616e+00
f2_quad10d,0.5,1.5,alt_mom,100,cesaro,suffix,-7.7053,0.6676,2.679277e+25,3.269747e+02,3.596698e+00,2.491687e+00
f2_quad10d,0.5,1.5,alt_mom,100,cesaro,best,-8.0590,0.6685,3.880713e+26,4.548795e+02,3.847494e+00,2.608221e+00
f2_quad10d,0.5,1.5,alt_mom,100,pr,suffix,-6.8821,0.6501,4.806016e+22,3.837191e+01,1.897186e+00,1.502269e+00
f2_quad10d,0.5,1.5,alt_mom,100,pr,best,-7.2358,0.6518,6.961120e+23,5.338210e+01,2.029475e+00,1.572529e+00
f2_quad10d,0.5,1.5,alt_mom,100,suffix,best,-0.3537,0.6863,1.448418e+01,1.391177e+00,1.069730e+00,1.046769e+00
f2_quad10d,0.5,1.5,alt_mom,1000,cesaro,pr,-1.5268,0.9661,5.379818e+04,7.255388e+02,9.485924e+00,1.859765e+00
f2_quad10d,0.5,1.5,alt_mom,10000,cesaro,pr,-1.9143,0.9999,5.360506e+06,7.229344e+04,7.745086e+02,1.011009e+01
f2_quad10d,0.5,2.0,alt_mom,100,last,cesaro,8.1230,0.6916,2.702985e-27,3.649568e-04,2.343650e-01,3.737626e-01
f2_quad10d,0.5,2.0,alt_mom,100,last,pr,7.2116,0.6709,2.505342e-24,5.089268e-03,4.630738e-01,6.091172e-01
f2_quad10d,0.5,2.0,alt_mom,100,last,suffix,0.2485,0.7549,1.572371e-01,6.629334e-01,9.238584e-01,9.479717e-01
f2_quad10d,0.5,2.0,alt_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.5,2.0,alt_mom,100,cesaro,pr,-0.9113,0.8456,9.268798e+02,1.394485e+01,1.975866e+00,1.629690e+00
f2_quad10d,0.5,2.0,alt_mom,100,cesaro,suffix,-7.8745,0.6896,5.817164e+25,1.816471e+03,3.941965e+00,2.536293e+00
f2_quad10d,0.5,2.0,alt_mom,100,cesaro,best,-8.1230,0.6916,3.699614e+26,2.740051e+03,4.266850e+00,2.675495e+00
f2_quad10d,0.5,2.0,alt_mom,100,pr,suffix,-6.9632,0.6679,6.276072e+22,1.302611e+02,1.995056e+00,1.556304e+00
f2_quad10d,0.5,2.0,alt_mom,100,pr,best,-7.2116,0.6709,3.991472e+23,1.964919e+02,2.159483e+00,1.641720e+00
f2_quad10d,0.5,2.0,alt_mom,100,suffix,best,-0.2485,0.7549,6.359824e+00,1.508447e+00,1.082417e+00,1.054884e+00
f2_quad10d,0.5,2.0,alt_mom,1000,cesaro,pr,-1.5931,0.9778,8.944550e+04,1.288374e+03,1.510459e+01,1.926631e+00
f2_quad10d,0.5,2.0,alt_mom,10000,cesaro,pr,-1.9248,0.9998,8.912443e+06,1.283749e+05,1.377428e+03,1.549979e+01
f2_quad10d,0.5,2.5,alt_mom,100,last,cesaro,8.1177,0.7162,4.786767e-27,5.517061e-05,2.036452e-01,3.549195e-01
f2_quad10d,0.5,2.5,alt_mom,100,last,pr,7.1413,0.6932,6.450581e-24,1.166731e-03,4.190188e-01,5.784530e-01
f2_quad10d,0.5,2.5,alt_mom,100,last,suffix,0.2611,0.7878,1.463282e-01,5.966715e-01,9.096602e-01,9.431278e-01
f2_quad10d,0.5,2.5,alt_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.5,2.5,alt_mom,100,cesaro,pr,-0.9764,0.8679,1.347586e+03,2.114770e+01,2.057592e+00,1.629815e+00
f2_quad10d,0.5,2.5,alt_mom,100,cesaro,suffix,-7.8567,0.7138,3.056933e+25,1.081502e+04,4.466887e+00,2.657301e+00
f2_quad10d,0.5,2.5,alt_mom,100,cesaro,best,-8.1177,0.7162,2.089093e+26,1.812559e+04,4.910501e+00,2.817541e+00
f2_quad10d,0.5,2.5,alt_mom,100,pr,suffix,-6.8802,0.6895,2.268451e+22,5.114044e+02,2.170929e+00,1.630431e+00
f2_quad10d,0.5,2.5,alt_mom,100,pr,best,-7.1413,0.6932,1.550248e+23,8.570954e+02,2.386528e+00,1.728749e+00
f2_quad10d,0.5,2.5,alt_mom,100,suffix,best,-0.2611,0.7878,6.833951e+00,1.675964e+00,1.099312e+00,1.060302e+00
f2_quad10d,0.5,2.5,alt_mom,1000,cesaro,pr,-1.6364,0.9850,1.300444e+05,2.010466e+03,2.245558e+01,2.042733e+00
f2_quad10d,0.5,2.5,alt_mom,10000,cesaro,pr,-1.9244,0.9996,1.295776e+07,2.003249e+05,2.153045e+03,2.260287e+01
f2_quad10d,0.5,2.9,alt_mom,100,last,cesaro,8.0632,0.7381,1.143840e-26,1.090469e-05,1.779994e-01,3.400175e-01
f2_quad10d,0.5,2.9,alt_mom,100,last,pr,7.0461,0.7145,1.952589e-23,3.072434e-04,3.797426e-01,5.585612e-01
f2_quad10d,0.5,2.9,alt_mom,100,last,suffix,0.1843,0.8923,2.706628e-01,5.425762e-01,8.979706e-01,9.411792e-01
f2_quad10d,0.5,2.9,alt_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.5,2.9,alt_mom,100,cesaro,pr,-1.0171,0.8805,1.707047e+03,2.817535e+01,2.133392e+00,1.642742e+00
f2_quad10d,0.5,2.9,alt_mom,100,cesaro,suffix,-7.8790,0.7338,2.366265e+25,4.975623e+04,5.044795e+00,2.768032e+00
f2_quad10d,0.5,2.9,alt_mom,100,cesaro,best,-8.0632,0.7381,8.742482e+25,9.170368e+04,5.617996e+00,2.941025e+00
f2_quad10d,0.5,2.9,alt_mom,100,pr,suffix,-6.8619,0.7088,1.386174e+22,1.765949e+03,2.364682e+00,1.685006e+00
f2_quad10d,0.5,2.9,alt_mom,100,pr,best,-7.0461,0.7145,5.121405e+22,3.254749e+03,2.633363e+00,1.790314e+00
f2_quad10d,0.5,2.9,alt_mom,100,suffix,best,-0.1843,0.8923,3.694634e+00,1.843059e+00,1.113622e+00,1.062497e+00
f2_quad10d,0.5,2.9,alt_mom,1000,cesaro,pr,-1.6606,0.9889,1.647330e+05,2.702160e+03,2.965319e+01,2.161499e+00
f2_quad10d,0.5,2.9,alt_mom,10000,cesaro,pr,-1.9199,0.9994,1.641417e+07,2.692460e+05,2.898011e+03,2.961584e+01
f2_quad10d,0.7,0.5,alt_mom,100,last,cesaro,3.7614,0.6819,2.536432e-13,1.986976e-02,3.014107e-01,3.535823e-01
f2_quad10d,0.7,0.5,alt_mom,100,last,pr,3.1142,0.6691,4.592147e-11,7.877406e-02,5.138106e-01,5.905633e-01
f2_quad10d,0.7,0.5,alt_mom,100,last,suffix,0.1891,0.7284,2.406799e-01,7.686925e-01,9.363901e-01,9.617388e-01
f2_quad10d,0.7,0.5,alt_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.7,0.5,alt_mom,100,cesaro,pr,-0.6472,0.7428,1.810475e+02,3.964520e+00,1.704686e+00,1.670229e+00
f2_quad10d,0.7,0.5,alt_mom,100,cesaro,suffix,-3.5723,0.6795,9.488918e+11,3.868655e+01,3.106691e+00,2.719986e+00
f2_quad10d,0.7,0.5,alt_mom,100,cesaro,best,-3.7614,0.6819,3.942546e+12,5.032773e+01,3.317732e+00,2.828196e+00
f2_quad10d,0.7,0.5,alt_mom,100,pr,suffix,-2.9252,0.6653,5.241121e+09,9.758194e+00,1.822442e+00,1.628511e+00
f2_quad10d,0.7,0.5,alt_mom,100,pr,best,-3.1142,0.6691,2.177631e+10,1.269453e+01,1.946242e+00,1.693299e+00
f2_quad10d,0.7,0.5,alt_mom,100,suffix,best,-0.1891,0.7284,4.154895e+00,1.300910e+00,1.067931e+00,1.039783e+00
f2_quad10d,0.7,0.5,alt_mom,1000,cesaro,pr,-1.3647,0.9418,1.747140e+04,2.608056e+02,4.816185e+00,1.867272e+00
f2_quad10d,0.7,0.5,alt_mom,10000,cesaro,pr,-1.8269,0.9997,1.740868e+06,2.598694e+04,3.307970e+02,6.063012e+00
f2_quad10d,0.7,1.0,alt_mom,100,last,cesaro,3.8045,0.7999,7.756424e-13,3.078174e-04,2.542263e-01,3.971036e-01
f2_quad10d,0.7,1.0,alt_mom,100,last,pr,2.9539,0.7884,4.682183e-10,3.391604e-03,4.764340e-01,6.324242e-01
f2_quad10d,0.7,1.0,alt_mom,100,last,suffix,0.0155,0.0719,9.438539e-01,6.684832e-01,9.310620e-01,9.519886e-01
f2_quad10d,0.7,1.0,alt_mom,100,last,best,-0.0650,0.6000,1.646812e+00,1.000000e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.7,1.0,alt_mom,100,cesaro,pr,-0.8505,0.8380,6.036523e+02,1.101823e+01,1.874055e+00,1.592592e+00
f2_quad10d,0.7,1.0,alt_mom,100,cesaro,suffix,-3.7890,0.7915,1.216867e+12,2.171687e+03,3.662336e+00,2.397331e+00
f2_quad10d,0.7,1.0,alt_mom,100,cesaro,best,-3.8695,0.7968,2.123159e+12,3.248679e+03,3.933504e+00,2.518235e+00
f2_quad10d,0.7,1.0,alt_mom,100,pr,suffix,-2.9384,0.7772,2.015842e+09,1.970994e+02,1.954231e+00,1.505301e+00
f2_quad10d,0.7,1.0,alt_mom,100,pr,best,-3.0189,0.7846,3.517189e+09,2.948458e+02,2.098927e+00,1.581217e+00
f2_quad10d,0.7,1.0,alt_mom,100,suffix,best,-0.0805,0.9140,1.744774e+00,1.495924e+00,1.074042e+00,1.050433e+00
f2_quad10d,0.7,1.0,alt_mom,1000,cesaro,pr,-1.5339,0.9793,5.825355e+04,1.030485e+03,1.424830e+01,1.870329e+00
f2_quad10d,0.7,1.0,alt_mom,10000,cesaro,pr,-1.8414,0.9997,5.804444e+06,1.026786e+05,1.322601e+03,1.802774e+01
f2_quad10d,0.7,1.5,alt_mom,100,last,cesaro,3.8910,0.8751,1.196448e-12,7.053419e-06,2.036899e-01,3.638737e-01
f2_quad10d,0.7,1.5,alt_mom,100,last,pr,2.9270,0.8728,1.343244e-09,1.677390e-04,4.074383e-01,5.707103e-01
f2_quad10d,0.7,1.5,alt_mom,100,last,suffix,-0.0624,0.1551,1.777033e+00,5.641841e-01,9.051171e-01,9.402916e-01
f2_quad10d,0.7,1.5,alt_mom,100,last,best,-0.0380,0.6000,1.338641e+00,1.000000e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.7,1.5,alt_mom,100,cesaro,pr,-0.9640,0.8820,1.122693e+03,2.378123e+01,2.000287e+00,1.568430e+00
f2_quad10d,0.7,1.5,alt_mom,100,cesaro,suffix,-3.9534,0.8629,1.485258e+12,7.998732e+04,4.443603e+00,2.584115e+00
f2_quad10d,0.7,1.5,alt_mom,100,cesaro,best,-3.9290,0.8733,1.118846e+12,1.417752e+05,4.909424e+00,2.748206e+00
f2_quad10d,0.7,1.5,alt_mom,100,pr,suffix,-2.9894,0.8565,1.322942e+09,3.363464e+03,2.221483e+00,1.647581e+00
f2_quad10d,0.7,1.5,alt_mom,100,pr,best,-2.9650,0.8705,9.965736e+08,5.961643e+03,2.454359e+00,1.752203e+00
f2_quad10d,0.7,1.5,alt_mom,100,suffix,best,0.0244,0.0426,7.533011e-01,1.772471e+00,1.104829e+00,1.063500e+00
f2_quad10d,0.7,1.5,alt_mom,1000,cesaro,pr,-1.6047,0.9919,1.083418e+05,2.288627e+03,3.035770e+01,2.049860e+00
f2_quad10d,0.7,1.5,alt_mom,10000,cesaro,pr,-1.8272,0.9991,1.079529e+07,2.280411e+05,2.974496e+03,3.722072e+01
f2_quad10d,0.7,2.0,alt_mom,100,last,cesaro,4.0974,0.9148,9.986927e-13,5.515457e-08,1.455511e-01,3.286946e-01
f2_quad10d,0.7,2.0,alt_mom,100,last,pr,3.0653,0.9122,1.648385e-09,2.294210e-06,3.154453e-01,5.272155e-01
f2_quad10d,0.7,2.0,alt_mom,100,last,suffix,-0.1536,0.2409,3.890249e+00,4.206007e-01,8.757611e-01,9.373752e-01
f2_quad10d,0.7,2.0,alt_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.7,2.0,alt_mom,100,cesaro,pr,-1.0320,0.9028,1.650543e+03,4.159601e+01,2.167247e+00,1.603968e+00
f2_quad10d,0.7,2.0,alt_mom,100,cesaro,suffix,-4.2509,0.9080,3.895341e+12,7.625855e+06,6.016863e+00,2.851812e+00
f2_quad10d,0.7,2.0,alt_mom,100,cesaro,best,-4.0974,0.9148,1.001309e+12,1.813086e+07,6.870438e+00,3.042338e+00
f2_quad10d,0.7,2.0,alt_mom,100,pr,suffix,-3.2189,0.9079,2.360036e+09,1.833314e+05,2.776269e+00,1.777974e+00
f2_quad10d,0.7,2.0,alt_mom,100,pr,best,-3.0653,0.9122,6.066543e+08,4.358799e+05,3.170122e+00,1.896758e+00
f2_quad10d,0.7,2.0,alt_mom,100,suffix,best,0.1536,0.2409,2.570530e-01,2.377552e+00,1.141864e+00,1.066809e+00
f2_quad10d,0.7,2.0,alt_mom,1000,cesaro,pr,-1.6368,0.9965,1.592805e+05,4.013307e+03,5.324819e+01,2.354509e+00
f2_quad10d,0.7,2.0,alt_mom,10000,cesaro,pr,-1.8049,0.9983,1.587088e+07,3.998901e+05,5.285513e+03,6.463591e+01
f2_quad10d,0.7,2.5,alt_mom,100,last,cesaro,4.3084,0.8605,1.959007e-12,3.137496e-11,9.715945e-02,3.087542e-01
f2_quad10d,0.7,2.5,alt_mom,100,last,pr,3.2320,0.7997,4.200888e-09,2.009715e-09,2.330828e-01,5.111700e-01
f2_quad10d,0.7,2.5,alt_mom,100,last,suffix,-0.1228,0.1174,3.563877e+00,2.634910e-01,8.474339e-01,9.409986e-01
f2_quad10d,0.7,2.5,alt_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.7,2.5,alt_mom,100,cesaro,pr,-1.0764,0.9157,2.144397e+03,6.405474e+01,2.398972e+00,1.655589e+00
f2_quad10d,0.7,2.5,alt_mom,100,cesaro,suffix,-4.4311,0.8879,1.819226e+12,8.398133e+09,8.722094e+00,3.047727e+00
f2_quad10d,0.7,2.5,alt_mom,100,cesaro,best,-4.3084,0.8605,5.104626e+11,3.187255e+10,1.029236e+01,3.238823e+00
f2_quad10d,0.7,2.5,alt_mom,100,pr,suffix,-3.3548,0.8507,8.483627e+08,1.311087e+08,3.635764e+00,1.840872e+00
f2_quad10d,0.7,2.5,alt_mom,100,pr,best,-3.2320,0.7997,2.380449e+08,4.975831e+08,4.290321e+00,1.956296e+00
f2_quad10d,0.7,2.5,alt_mom,100,suffix,best,0.1228,0.1174,2.805933e-01,3.795195e+00,1.180033e+00,1.062701e+00
f2_quad10d,0.7,2.5,alt_mom,1000,cesaro,pr,-1.6500,0.9979,2.069380e+05,6.181369e+03,8.291102e+01,2.755177e+00
f2_quad10d,0.7,2.5,alt_mom,10000,cesaro,pr,-1.7810,0.9973,2.061952e+07,6.159180e+05,8.254632e+03,1.004182e+02
f2_quad10d,0.7,2.9,alt_mom,100,last,cesaro,4.5139,0.7989,1.537917e-12,3.784527e-13,6.821949e-02,3.028687e-01
f2_quad10d,0.7,2.9,alt_mom,100,last,pr,3.4121,0.7090,3.850311e-09,3.223210e-11,1.795329e-01,5.133190e-01
f2_quad10d,0.7,2.9,alt_mom,100,last,suffix,-0.1236,0.5801,2.343784e+00,9.340560e-01,8.261718e-01,9.458426e-01
f2_quad10d,0.7,2.9,alt_mom,100,last,best,-0.0109,0.0667,1.000000e+00,1.286468e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.7,2.9,alt_mom,100,cesaro,pr,-1.1018,0.9238,2.503589e+03,8.516809e+01,2.631695e+00,1.694856e+00
f2_quad10d,0.7,2.9,alt_mom,100,cesaro,suffix,-4.6374,0.8120,1.524000e+12,2.468092e+12,1.211050e+01,3.122946e+00
f2_quad10d,0.7,2.9,alt_mom,100,cesaro,best,-4.5248,0.7946,6.502303e+11,3.399283e+12,1.465857e+01,3.301760e+00
f2_quad10d,0.7,2.9,alt_mom,100,pr,suffix,-3.5356,0.7321,6.087259e+08,2.897906e+10,4.601785e+00,1.842602e+00
f2_quad10d,0.7,2.9,alt_mom,100,pr,best,-3.4230,0.7032,2.597193e+08,3.991264e+10,5.570010e+00,1.948106e+00
f2_quad10d,0.7,2.9,alt_mom,100,suffix,best,0.1126,0.3969,4.266604e-01,1.377292e+00,1.210402e+00,1.057258e+00
f2_quad10d,0.7,2.9,alt_mom,1000,cesaro,pr,-1.6526,0.9980,2.416009e+05,8.218873e+03,1.114557e+02,3.139512e+00
f2_quad10d,0.7,2.9,alt_mom,10000,cesaro,pr,-1.7622,0.9964,2.407336e+07,8.189371e+05,1.110305e+04,1.349687e+02
f2_quad10d,0.9,0.5,alt_mom,100,last,cesaro,0.5996,0.6853,1.566730e-02,4.760226e-03,2.430158e-01,4.209969e-01
f2_quad10d,0.9,0.5,alt_mom,100,last,pr,-0.4032,0.3067,1.886181e+01,1.220718e-01,4.144636e-01,5.682981e-01
f2_quad10d,0.9,0.5,alt_mom,100,last,suffix,-0.1540,0.5269,3.112373e+00,8.314486e-01,8.945946e-01,9.316093e-01
f2_quad10d,0.9,0.5,alt_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.9,0.5,alt_mom,100,cesaro,pr,-1.0028,0.8882,1.203897e+03,2.564412e+01,1.705501e+00,1.349887e+00
f2_quad10d,0.9,0.5,alt_mom,100,cesaro,suffix,-0.7536,0.8555,1.986541e+02,1.746658e+02,3.681220e+00,2.212865e+00
f2_quad10d,0.9,0.5,alt_mom,100,cesaro,best,-0.5996,0.6853,6.382721e+01,2.100740e+02,4.114959e+00,2.375315e+00
f2_quad10d,0.9,0.5,alt_mom,100,pr,suffix,0.2492,0.2260,1.650093e-01,6.811142e+00,2.158439e+00,1.639297e+00
f2_quad10d,0.9,0.5,alt_mom,100,pr,best,0.4032,0.3067,5.301719e-02,8.191898e+00,2.412757e+00,1.759640e+00
f2_quad10d,0.9,0.5,alt_mom,100,suffix,best,0.1540,0.5269,3.212983e-01,1.202720e+00,1.117825e+00,1.073411e+00
f2_quad10d,0.9,0.5,alt_mom,1000,cesaro,pr,-1.5795,0.9951,9.160652e+04,2.374884e+03,3.573490e+01,2.015094e+00
f2_quad10d,0.9,0.5,alt_mom,10000,cesaro,pr,-1.7533,0.9989,9.127769e+06,2.366360e+05,3.554948e+03,5.293408e+01
f2_quad10d,0.9,1.0,alt_mom,100,last,cesaro,0.3678,0.4461,3.952933e-02,5.826876e-03,5.386506e-02,3.168713e-01
f2_quad10d,0.9,1.0,alt_mom,100,last,pr,-0.7725,0.5969,1.022447e+02,5.910246e-01,1.173621e-01,4.661538e-01
f2_quad10d,0.9,1.0,alt_mom,100,last,suffix,-0.2923,0.5548,8.618473e+00,8.298887e-01,7.627450e-01,9.402673e-01
f2_quad10d,0.9,1.0,alt_mom,100,last,best,-0.0177,0.6000,1.145360e+00,1.000000e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.9,1.0,alt_mom,100,cesaro,pr,-1.1403,0.9238,2.586553e+03,1.014308e+02,2.178816e+00,1.471114e+00
f2_quad10d,0.9,1.0,alt_mom,100,cesaro,suffix,-0.6601,0.9453,2.180273e+02,1.424243e+02,1.416029e+01,2.967348e+00
f2_quad10d,0.9,1.0,alt_mom,100,cesaro,best,-0.3855,0.4873,2.897494e+01,1.716186e+02,1.856491e+01,3.155856e+00
f2_quad10d,0.9,1.0,alt_mom,100,pr,suffix,0.4802,0.6005,8.429263e-02,1.404152e+00,6.499076e+00,2.017075e+00
f2_quad10d,0.9,1.0,alt_mom,100,pr,best,0.7549,0.5960,1.120215e-02,1.691977e+00,8.520641e+00,2.145215e+00
f2_quad10d,0.9,1.0,alt_mom,100,suffix,best,0.2746,0.5519,1.328959e-01,1.204981e+00,1.311054e+00,1.063527e+00
f2_quad10d,0.9,1.0,alt_mom,1000,cesaro,pr,-1.6108,0.9970,1.940018e+05,8.759468e+03,1.415744e+02,3.277639e+00
f2_quad10d,0.9,1.0,alt_mom,10000,cesaro,pr,-1.6679,0.9953,1.933054e+07,8.728025e+05,1.410652e+04,2.106876e+02
f2_quad10d,0.9,1.5,alt_mom,100,last,cesaro,0.1097,0.0278,9.149491e-02,1.710694e-02,3.916806e-03,3.470321e-01
f2_quad10d,0.9,1.5,alt_mom,100,last,pr,-0.9848,0.5512,1.783334e+02,2.661137e+00,1.305445e-02,5.476384e-01
f2_quad10d,0.9,1.5,alt_mom,100,last,suffix,-0.4337,0.8349,1.788323e+01,2.849845e+00,8.484991e-01,9.600049e-01
f2_quad10d,0.9,1.5,alt_mom,100,last,best,-0.0605,0.3071,1.264610e+00,1.989666e+00,1.000000e+00,1.000000e+00
f2_quad10d,0.9,1.5,alt_mom,100,cesaro,pr,-1.0944,0.9473,1.949108e+03,1.555589e+02,3.332934e+00,1.578063e+00
f2_quad10d,0.9,1.5,alt_mom,100,cesaro,suffix,-0.5433,0.5792,1.954561e+02,1.665900e+02,2.166304e+02,2.766328e+00
f2_quad10d,0.9,1.5,alt_mom,100,cesaro,best,-0.1701,0.0615,1.382165e+01,1.163075e+02,2.553100e+02,2.881577e+00
f2_quad10d,0.9,1.5,alt_mom,100,pr,suffix,0.5511,0.3750,1.002798e-01,1.070913e+00,6.499690e+01,1.752990e+00
f2_quad10d,0.9,1.5,alt_mom,100,pr,best,0.9243,0.5178,7.091268e-03,7.476752e-01,7.660220e+01,1.826022e+00
f2_quad10d,0.9,1.5,alt_mom,100,suffix,best,0.3732,0.7086,7.071484e-02,6.981665e-01,1.178552e+00,1.041661e+00
f2_quad10d,0.9,1.5,alt_mom,1000,cesaro,pr,-1.5773,0.9915,2.616063e+05,1.810965e+04,3.159605e+02,5.570820e+00
f2_quad10d,0.9,1.5,alt_mom,10000,cesaro,pr,-1.5980,0.9904,2.606672e+07,1.804464e+06,3.148264e+04,4.736658e+02
