function,beta,etaL,init,T,A,B,exp_diff,R2,ratio_k10,ratio_k100,ratio_k1000,ratio_k10000
f1_quad2d,0.5,0.5,zero_mom,100,last,cesaro,2.4919,0.6173,3.341543e-09,3.244258e-01,8.158185e-01,4.975227e-01
f1_quad2d,0.5,0.5,zero_mom,100,last,pr,2.1067,0.6368,1.180430e-07,4.778618e-01,9.348756e-01,9.933490e-01
f1_quad2d,0.5,0.5,zero_mom,100,last,suffix,0.1625,0.6600,2.951828e-01,9.118853e-01,9.910188e-01,9.991002e-01
f1_quad2d,0.5,0.5,zero_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.5,0.5,zero_mom,100,cesaro,pr,-0.3852,0.5148,3.532591e+01,1.472947e+00,1.145936e+00,1.996590e+00
f1_quad2d,0.5,0.5,zero_mom,100,cesaro,suffix,-2.3294,0.6144,8.833727e+07,2.810767e+00,1.214754e+00,2.008150e+00
f1_quad2d,0.5,0.5,zero_mom,100,cesaro,best,-2.4919,0.6173,2.992629e+08,3.082369e+00,1.225763e+00,2.009959e+00
f1_quad2d,0.5,0.5,zero_mom,100,pr,suffix,-1.9442,0.6348,2.500637e+06,1.908262e+00,1.060054e+00,1.005790e+00
f1_quad2d,0.5,0.5,zero_mom,100,pr,best,-2.1067,0.6368,8.471487e+06,2.092655e+00,1.069661e+00,1.006696e+00
f1_quad2d,0.5,0.5,zero_mom,100,suffix,best,-0.1625,0.6600,3.387731e+00,1.096629e+00,1.009063e+00,1.000901e+00
f1_quad2d,0.5,0.5,zero_mom,1000,cesaro,pr,-1.1796,0.8759,3.408656e+03,2.588601e+01,1.435030e+00,1.045580e+00
f1_quad2d,0.5,0.5,zero_mom,10000,cesaro,pr,-1.8137,0.9872,3.396420e+05,2.577298e+03,2.510761e+01,1.431106e+00
f1_quad2d,0.5,1.0,zero_mom,100,last,cesaro,8.1101,0.6283,1.506332e-27,8.853338e-02,7.919692e-01,7.841842e-01
f1_quad2d,0.5,1.0,zero_mom,100,last,pr,7.4346,0.6230,2.689401e-25,1.943683e-01,8.727916e-01,9.867050e-01
f1_quad2d,0.5,1.0,zero_mom,100,last,suffix,0.4897,0.6406,2.463482e-02,8.275803e-01,9.820751e-01,9.982008e-01
f1_quad2d,0.5,1.0,zero_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.5,1.0,zero_mom,100,cesaro,pr,-0.6755,0.6855,1.785398e+02,2.195424e+00,1.102053e+00,1.258257e+00
f1_quad2d,0.5,1.0,zero_mom,100,cesaro,suffix,-7.6204,0.6275,1.635418e+25,9.347664e+00,1.240042e+00,1.272916e+00
f1_quad2d,0.5,1.0,zero_mom,100,cesaro,best,-8.1101,0.6283,6.638644e+26,1.129517e+01,1.262675e+00,1.275211e+00
f1_quad2d,0.5,1.0,zero_mom,100,pr,suffix,-6.9449,0.6218,9.159965e+22,4.257795e+00,1.125211e+00,1.011651e+00
f1_quad2d,0.5,1.0,zero_mom,100,pr,best,-7.4346,0.6230,3.718299e+24,5.144872e+00,1.145749e+00,1.013474e+00
f1_quad2d,0.5,1.0,zero_mom,100,suffix,best,-0.4897,0.6406,4.059294e+01,1.208342e+00,1.018252e+00,1.001802e+00
f1_quad2d,0.5,1.0,zero_mom,1000,cesaro,pr,-1.4312,0.9146,1.722940e+04,1.055855e+02,2.126707e+00,1.073376e+00
f1_quad2d,0.5,1.0,zero_mom,10000,cesaro,pr,-1.9745,0.9963,1.716755e+06,1.052065e+04,1.005418e+02,2.119772e+00
f1_quad2d,0.5,1.5,zero_mom,100,last,cesaro,7.9918,0.6505,6.673919e-27,1.953665e-02,7.237172e-01,8.725046e-01
f1_quad2d,0.5,1.5,zero_mom,100,last,pr,7.1442,0.6401,3.478800e-24,6.579179e-02,8.136940e-01,9.801207e-01
f1_quad2d,0.5,1.5,zero_mom,100,last,suffix,0.2701,0.7153,1.369762e-01,7.471393e-01,9.731690e-01,9.973017e-01
f1_quad2d,0.5,1.5,zero_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.5,1.5,zero_mom,100,cesaro,pr,-0.8476,0.7381,5.212530e+02,3.367610e+00,1.124326e+00,1.123342e+00
f1_quad2d,0.5,1.5,zero_mom,100,cesaro,suffix,-7.7217,0.6483,2.052411e+25,3.824297e+01,1.344681e+00,1.143033e+00
f1_quad2d,0.5,1.5,zero_mom,100,cesaro,best,-7.9918,0.6505,1.498370e+26,5.118586e+01,1.381755e+00,1.146126e+00
f1_quad2d,0.5,1.5,zero_mom,100,pr,suffix,-6.8741,0.6371,3.937455e+22,1.135612e+01,1.195989e+00,1.017529e+00
f1_quad2d,0.5,1.5,zero_mom,100,pr,best,-7.1442,0.6401,2.874554e+23,1.519946e+01,1.228963e+00,1.020282e+00
f1_quad2d,0.5,1.5,zero_mom,100,suffix,best,-0.2701,0.7153,7.300538e+00,1.338439e+00,1.027571e+00,1.002706e+00
f1_quad2d,0.5,1.5,zero_mom,1000,cesaro,pr,-1.5851,0.9323,5.030182e+04,2.424901e+02,3.186978e+00,1.109554e+00
f1_quad2d,0.5,1.5,zero_mom,10000,cesaro,pr,-2.0625,0.9975,5.012126e+06,2.416197e+04,2.266731e+02,3.169466e+00
f1_quad2d,0.5,2.0,zero_mom,100,last,cesaro,7.9527,0.6744,1.590055e-26,3.559185e-03,6.538323e-01,9.031123e-01
f1_quad2d,0.5,2.0,zero_mom,100,last,pr,6.9698,0.6608,1.972599e-23,1.826631e-02,7.575165e-01,9.735678e-01
f1_quad2d,0.5,2.0,zero_mom,100,last,suffix,0.1076,0.9207,4.925481e-01,6.706098e-01,9.643007e-01,9.964030e-01
f1_quad2d,0.5,2.0,zero_mom,100,cesaro,pr,-0.9829,0.7696,1.240585e+03,5.132161e+00,1.158579e+00,1.078014e+00
f1_quad2d,0.5,2.0,zero_mom,100,cesaro,suffix,-7.8451,0.6700,3.097680e+25,1.884167e+02,1.474844e+00,1.103299e+00
f1_quad2d,0.5,2.0,zero_mom,100,pr,suffix,-6.8622,0.6555,2.496950e+22,3.671293e+01,1.272977e+00,1.023455e+00
f1_quad2d,0.5,2.0,zero_mom,1000,cesaro,pr,-1.7024,0.9434,1.197186e+05,4.401190e+02,4.714654e+00,1.148671e+00
f1_quad2d,0.5,2.0,zero_mom,10000,cesaro,pr,-2.1256,0.9971,1.192889e+07,4.385391e+04,4.037840e+02,4.675522e+00
f1_quad2d,0.5,2.5,zero_mom,100,last,cesaro,8.0108,0.6996,1.858610e-26,5.437796e-04,5.878146e-01,9.134017e-01
f1_quad2d,0.5,2.5,zero_mom,100,last,pr,6.9091,0.6846,4.997810e-23,4.137660e-03,7.041925e-01,9.670438e-01
f1_quad2d,0.5,2.5,zero_mom,100,last,suffix,0.2364,0.8270,1.896367e-01,5.980319e-01,9.554700e-01,9.955047e-01
f1_quad2d,0.5,2.5,zero_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.5,2.5,zero_mom,100,cesaro,pr,-1.1017,0.7908,2.689004e+03,7.609075e+00,1.197984e+00,1.058728e+00
f1_quad2d,0.5,2.5,zero_mom,100,cesaro,suffix,-7.7744,0.6955,1.020315e+25,1.099769e+03,1.625462e+00,1.089887e+00
f1_quad2d,0.5,2.5,zero_mom,100,cesaro,best,-8.0108,0.6996,5.380365e+25,1.838980e+03,1.701217e+00,1.094809e+00
f1_quad2d,0.5,2.5,zero_mom,100,pr,suffix,-6.6727,0.6793,3.794397e+21,1.445338e+02,1.356831e+00,1.029431e+00
f1_quad2d,0.5,2.5,zero_mom,100,pr,best,-6.9091,0.6846,2.000877e+22,2.416825e+02,1.420066e+00,1.034079e+00
f1_quad2d,0.5,2.5,zero_mom,100,suffix,best,-0.2364,0.8270,5.273240e+00,1.672152e+00,1.046605e+00,1.004516e+00
f1_quad2d,0.5,2.5,zero_mom,1000,cesaro,pr,-1.8031,0.9505,2.594935e+05,7.022341e+02,6.780549e+00,1.190109e+00
f1_quad2d,0.5,2.5,zero_mom,10000,cesaro,pr,-2.1803,0.9959,2.585620e+07,6.997134e+04,6.321813e+02,6.704899e+00
f1_quad2d,0.5,2.9,zero_mom,100,last,cesaro,7.3951,0.7317,3.504618e-24,1.073648e-04,5.385642e-01,9.151331e-01
f1_quad2d,0.5,2.9,zero_mom,100,last,pr,6.2049,0.7175,1.691288e-20,1.090230e-03,6.635416e-01,9.618459e-01
f1_quad2d,0.5,2.9,zero_mom,100,last,suffix,-0.1799,0.3280,4.766119e+00,5.428365e-01,9.484328e-01,9.947863e-01
f1_quad2d,0.5,2.9,zero_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.5,2.9,zero_mom,100,cesaro,pr,-1.1902,0.8026,4.825883e+03,1.015444e+01,1.232057e+00,1.051045e+00
f1_quad2d,0.5,2.9,zero_mom,100,cesaro,suffix,-7.5750,0.7199,1.359954e+24,5.056000e+03,1.761040e+00,1.087040e+00
f1_quad2d,0.5,2.9,zero_mom,100,cesaro,best,-7.3951,0.7317,2.853378e+23,9.314038e+03,1.856789e+00,1.092737e+00
f1_quad2d,0.5,2.9,zero_mom,100,pr,suffix,-6.3848,0.7039,2.818042e+20,4.979102e+02,1.429349e+00,1.034247e+00
f1_quad2d,0.5,2.9,zero_mom,100,pr,best,-6.2049,0.7175,5.912655e+19,9.172379e+02,1.507065e+00,1.039668e+00
f1_quad2d,0.5,2.9,zero_mom,100,suffix,best,0.1799,0.3280,2.098143e-01,1.842175e+00,1.054371e+00,1.005241e+00
f1_quad2d,0.5,2.9,zero_mom,1000,cesaro,pr,-1.8776,0.9541,4.657060e+05,9.610362e+02,8.844826e+00,1.224864e+00
f1_quad2d,0.5,2.9,zero_mom,10000,cesaro,pr,-2.2228,0.9945,4.640343e+07,9.575864e+04,8.520327e+02,8.727202e+00
f1_quad2d,0.7,0.5,zero_mom,100,last,cesaro,3.8335,0.6466,2.201797e-13,1.330988e-01,8.105514e-01,7.239022e-01
f1_quad2d,0.7,0.5,zero_mom,100,last,pr,3.1541,0.6453,4.583202e-11,2.575795e-01,8.928927e-01,9.885194e-01
f1_quad2d,0.7,0.5,zero_mom,100,last,suffix,0.1201,0.7428,4.168705e-01,8.518274e-01,9.850187e-01,9.985002e-01
f1_quad2d,0.7,0.5,zero_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.7,0.5,zero_mom,100,cesaro,pr,-0.6794,0.6516,2.081573e+02,1.935250e+00,1.101587e+00,1.365543e+00
f1_quad2d,0.7,0.5,zero_mom,100,cesaro,suffix,-3.7134,0.6436,1.893319e+12,6.399961e+00,1.215245e+00,1.379330e+00
f1_quad2d,0.7,0.5,zero_mom,100,cesaro,best,-3.8335,0.6466,4.541744e+12,7.513213e+00,1.233728e+00,1.381402e+00
f1_quad2d,0.7,0.5,zero_mom,100,pr,suffix,-3.0340,0.6414,9.095616e+09,3.307047e+00,1.103177e+00,1.010097e+00
f1_quad2d,0.7,0.5,zero_mom,100,pr,best,-3.1541,0.6453,2.181881e+10,3.882297e+00,1.119955e+00,1.011614e+00
f1_quad2d,0.7,0.5,zero_mom,100,suffix,best,-0.1201,0.7428,2.398827e+00,1.173947e+00,1.015209e+00,1.001502e+00
f1_quad2d,0.7,0.5,zero_mom,1000,cesaro,pr,-1.4442,0.8968,2.008755e+04,7.623310e+01,1.863139e+00,1.062434e+00
f1_quad2d,0.7,0.5,zero_mom,10000,cesaro,pr,-2.0134,0.9913,2.001544e+06,7.595939e+03,7.008587e+01,1.855527e+00
f1_quad2d,0.7,1.0,zero_mom,100,last,cesaro,3.8691,0.7293,4.898615e-13,8.446740e-03,6.994141e-01,8.864153e-01
f1_quad2d,0.7,1.0,zero_mom,100,last,pr,2.7689,0.7296,1.633719e-09,3.484387e-02,7.938059e-01,9.778002e-01
f1_quad2d,0.7,1.0,zero_mom,100,last,suffix,0.0595,0.8389,7.019265e-01,7.069719e-01,9.700747e-01,9.970007e-01
f1_quad2d,0.7,1.0,zero_mom,100,last,best,-0.0274,0.6000,1.234489e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.7,1.0,zero_mom,100,cesaro,pr,-1.1002,0.7283,3.335062e+03,4.125126e+00,1.134958e+00,1.103095e+00
f1_quad2d,0.7,1.0,zero_mom,100,cesaro,suffix,-3.8096,0.7215,1.432908e+12,8.369760e+01,1.386982e+00,1.124756e+00
f1_quad2d,0.7,1.0,zero_mom,100,cesaro,best,-3.8965,0.7284,2.520077e+12,1.183889e+02,1.429768e+00,1.128139e+00
f1_quad2d,0.7,1.0,zero_mom,100,pr,suffix,-2.7094,0.7188,4.296496e+08,2.028971e+01,1.222055e+00,1.019637e+00
f1_quad2d,0.7,1.0,zero_mom,100,pr,best,-2.7963,0.7284,7.556311e+08,2.869945e+01,1.259754e+00,1.022704e+00
f1_quad2d,0.7,1.0,zero_mom,100,suffix,best,-0.0869,0.9235,1.758715e+00,1.414483e+00,1.030848e+00,1.003008e+00
f1_quad2d,0.7,1.0,zero_mom,1000,cesaro,pr,-1.8329,0.9161,3.218378e+05,3.311766e+02,3.661341e+00,1.122371e+00
f1_quad2d,0.7,1.0,zero_mom,10000,cesaro,pr,-2.2910,0.9877,3.206826e+07,3.299879e+04,2.825448e+02,3.618845e+00
f1_quad2d,0.7,1.5,zero_mom,100,last,cesaro,3.8485,0.8259,1.878757e-12,2.203849e-04,5.860833e-01,9.134698e-01
f1_quad2d,0.7,1.5,zero_mom,100,last,pr,2.6590,0.8413,9.493353e-09,1.905964e-03,7.024491e-01,9.669656e-01
f1_quad2d,0.7,1.5,zero_mom,100,last,suffix,-0.2850,0.4191,1.057425e+01,5.643195e-01,9.551677e-01,9.955017e-01
f1_quad2d,0.7,1.5,zero_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.7,1.5,zero_mom,100,cesaro,pr,-1.1895,0.7882,5.052997e+03,8.648343e+00,1.198548e+00,1.058563e+00
f1_quad2d,0.7,1.5,zero_mom,100,cesaro,suffix,-4.1335,0.7990,5.628324e+12,2.560609e+03,1.629748e+00,1.089803e+00
f1_quad2d,0.7,1.5,zero_mom,100,cesaro,best,-3.8485,0.8259,5.322669e+11,4.537516e+03,1.706242e+00,1.094727e+00
f1_quad2d,0.7,1.5,zero_mom,100,pr,suffix,-2.9441,0.8032,1.113859e+09,2.960809e+02,1.359768e+00,1.029511e+00
f1_quad2d,0.7,1.5,zero_mom,100,pr,best,-2.6590,0.8413,1.053369e+08,5.246689e+02,1.423591e+00,1.034163e+00
f1_quad2d,0.7,1.5,zero_mom,100,suffix,best,0.2850,0.4191,9.456933e-02,1.772046e+00,1.046937e+00,1.004519e+00
f1_quad2d,0.7,1.5,zero_mom,1000,cesaro,pr,-1.8911,0.9452,4.876197e+05,8.121276e+02,6.859414e+00,1.190242e+00
f1_quad2d,0.7,1.5,zero_mom,10000,cesaro,pr,-2.2680,0.9932,4.858693e+07,8.092124e+04,6.407386e+02,6.712585e+00
f1_quad2d,0.7,2.0,zero_mom,100,last,cesaro,3.7012,0.9096,2.760481e-11,1.716299e-06,4.860621e-01,9.136627e-01
f1_quad2d,0.7,2.0,zero_mom,100,last,pr,2.5797,0.9122,6.743914e-08,2.815551e-05,6.186118e-01,9.561679e-01
f1_quad2d,0.7,2.0,zero_mom,100,last,suffix,-0.3019,0.3590,1.318916e+01,4.206062e-01,9.402975e-01,9.940030e-01
f1_quad2d,0.7,2.0,zero_mom,100,last,best,-0.3638,0.6000,1.632055e+01,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.7,2.0,zero_mom,100,cesaro,pr,-1.1215,0.8523,2.443021e+03,1.640478e+01,1.272701e+00,1.046522e+00
f1_quad2d,0.7,2.0,zero_mom,100,cesaro,suffix,-4.0031,0.8911,4.777848e+11,2.450658e+05,1.934521e+00,1.087932e+00
f1_quad2d,0.7,2.0,zero_mom,100,cesaro,best,-4.0650,0.8990,5.912212e+11,5.826489e+05,2.057350e+00,1.094496e+00
f1_quad2d,0.7,2.0,zero_mom,100,pr,suffix,-2.8816,0.9004,1.955713e+08,1.493868e+04,1.520012e+00,1.039569e+00
f1_quad2d,0.7,2.0,zero_mom,100,pr,best,-2.9435,0.9077,2.420041e+08,3.551703e+04,1.616523e+00,1.045841e+00
f1_quad2d,0.7,2.0,zero_mom,100,suffix,best,-0.0619,0.2159,1.237422e+00,2.377521e+00,1.063493e+00,1.006033e+00
f1_quad2d,0.7,2.0,zero_mom,1000,cesaro,pr,-1.7942,0.9741,2.357544e+05,1.579585e+03,1.169793e+01,1.264403e+00
f1_quad2d,0.7,2.0,zero_mom,10000,cesaro,pr,-2.1086,0.9997,2.349081e+07,1.573915e+05,1.148108e+03,1.134099e+01
f1_quad2d,0.7,2.5,zero_mom,100,last,cesaro,3.9431,0.8629,4.845007e-11,9.678825e-10,3.999059e-01,9.056043e-01
f1_quad2d,0.7,2.5,zero_mom,100,last,pr,2.8548,0.7860,7.812612e-08,2.719710e-08,5.420430e-01,9.454363e-01
f1_quad2d,0.7,2.5,zero_mom,100,last,suffix,-0.4055,0.3319,3.399807e+01,2.615210e-01,9.254637e-01,9.925047e-01
f1_quad2d,0.7,2.5,zero_mom,100,last,best,-0.5969,0.6000,9.766144e+01,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.7,2.5,zero_mom,100,cesaro,pr,-1.0883,0.8935,1.612508e+03,2.809959e+01,1.355427e+00,1.043984e+00
f1_quad2d,0.7,2.5,zero_mom,100,cesaro,suffix,-4.3486,0.9038,7.017135e+11,2.701992e+08,2.314204e+00,1.095958e+00
f1_quad2d,0.7,2.5,zero_mom,100,cesaro,best,-4.5400,0.9005,2.015713e+12,1.033183e+09,2.500588e+00,1.104235e+00
f1_quad2d,0.7,2.5,zero_mom,100,pr,suffix,-3.2603,0.8794,4.351690e+08,9.615770e+06,1.707362e+00,1.049785e+00
f1_quad2d,0.7,2.5,zero_mom,100,pr,best,-3.4517,0.8733,1.250049e+09,3.676863e+07,1.844872e+00,1.057713e+00
f1_quad2d,0.7,2.5,zero_mom,100,suffix,best,-0.1914,0.7041,2.872558e+00,3.823784e+00,1.080539e+00,1.007552e+00
f1_quad2d,0.7,2.5,zero_mom,1000,cesaro,pr,-1.7363,0.9866,1.556087e+05,2.711538e+03,1.820695e+01,1.345031e+00
f1_quad2d,0.7,2.5,zero_mom,10000,cesaro,pr,-2.0016,0.9984,1.550502e+07,2.701805e+05,1.808176e+03,1.750633e+01
f1_quad2d,0.7,2.9,zero_mom,100,last,cesaro,4.0010,0.7744,1.221297e-10,1.315661e-11,3.402749e-01,8.967242e-01
f1_quad2d,0.7,2.9,zero_mom,100,last,pr,2.9259,0.6595,1.599753e-07,5.380745e-10,4.858340e-01,9.369043e-01
f1_quad2d,0.7,2.9,zero_mom,100,last,suffix,-0.3952,0.8767,1.144555e+01,5.318336e+00,9.136226e-01,9.913063e-01
f1_quad2d,0.7,2.9,zero_mom,100,last,best,-0.3448,0.8493,7.791459e+00,5.933530e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.7,2.9,zero_mom,100,cesaro,pr,-1.0752,0.9131,1.309881e+03,4.089764e+01,1.427769e+00,1.044808e+00
f1_quad2d,0.7,2.9,zero_mom,100,cesaro,suffix,-4.3962,0.7892,9.371640e+10,4.042329e+11,2.684954e+00,1.105475e+00
f1_quad2d,0.7,2.9,zero_mom,100,cesaro,best,-4.3458,0.7815,6.379661e+10,4.509921e+11,2.938800e+00,1.115170e+00
f1_quad2d,0.7,2.9,zero_mom,100,pr,suffix,-3.3211,0.6952,7.154573e+07,9.884015e+09,1.880524e+00,1.058066e+00
f1_quad2d,0.7,2.9,zero_mom,100,pr,best,-3.2707,0.6822,4.870412e+07,1.102734e+10,2.058316e+00,1.067345e+00
f1_quad2d,0.7,2.9,zero_mom,100,suffix,best,0.0504,0.4201,6.807412e-01,1.115674e+00,1.094544e+00,1.008770e+00
f1_quad2d,0.7,2.9,zero_mom,1000,cesaro,pr,-1.7059,0.9894,1.264054e+05,3.946694e+03,2.459726e+01,1.414452e+00
f1_quad2d,0.7,2.9,zero_mom,10000,cesaro,pr,-1.9393,0.9944,1.259516e+07,3.932527e+05,2.448595e+03,2.350666e+01
f1_quad2d,0.9,0.5,zero_mom,100,last,cesaro,0.3232,0.3187,2.531394e-01,2.147088e-02,5.941382e-01,9.997860e-01
f1_quad2d,0.9,0.5,zero_mom,100,last,pr,-0.2897,0.3710,1.111139e+01,4.765804e-01,7.096047e-01,1.053513e+00
f1_quad2d,0.9,0.5,zero_mom,100,last,suffix,-0.3197,0.6739,5.925978e+00,9.273031e+00,9.728762e-01,1.080519e+00
f1_quad2d,0.9,0.5,zero_mom,100,last,best,-0.5692,0.8399,3.165126e+01,2.005007e+01,1.008332e+00,1.086043e+00
f1_quad2d,0.9,0.5,zero_mom,100,cesaro,pr,-0.6128,0.8809,4.389435e+01,2.219660e+01,1.194343e+00,1.053739e+00
f1_quad2d,0.9,0.5,zero_mom,100,cesaro,suffix,-0.6428,0.4754,2.340994e+01,4.318888e+02,1.637458e+00,1.080750e+00
f1_quad2d,0.9,0.5,zero_mom,100,cesaro,best,-0.8924,0.6460,1.250349e+02,9.338261e+02,1.697134e+00,1.086275e+00
f1_quad2d,0.9,0.5,zero_mom,100,pr,suffix,-0.0300,0.0032,5.333247e-01,1.945743e+01,1.371011e+00,1.025634e+00
f1_quad2d,0.9,0.5,zero_mom,100,pr,best,-0.2796,0.2430,2.848543e+00,4.207069e+01,1.420977e+00,1.030877e+00
f1_quad2d,0.9,0.5,zero_mom,100,suffix,best,-0.2496,0.8895,5.341104e+00,2.162191e+00,1.036444e+00,1.005112e+00
f1_quad2d,0.9,0.5,zero_mom,1000,cesaro,pr,-1.3290,0.9218,4.865732e+03,2.081809e+03,7.277814e+00,1.190836e+00
f1_quad2d,0.9,0.5,zero_mom,10000,cesaro,pr,-1.7049,0.9353,4.848266e+05,2.074336e+05,6.862465e+02,6.751237e+00
f1_quad2d,0.9,1.0,zero_mom,100,last,cesaro,0.2710,0.2372,2.901029e-01,1.888034e-02,3.099651e-01,9.139250e-01
f1_quad2d,0.9,1.0,zero_mom,100,last,pr,-0.5419,0.6865,1.760118e+01,1.889930e+01,4.509091e-01,9.551367e-01
f1_quad2d,0.9,1.0,zero_mom,100,last,suffix,-0.1167,0.7183,1.895356e+00,1.968058e+00,9.096008e-01,1.001192e+00
f1_quad2d,0.9,1.0,zero_mom,100,last,best,0.0000,1.0000,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.9,1.0,zero_mom,100,cesaro,pr,-0.8129,0.5466,6.067220e+01,1.001004e+03,1.454709e+00,1.045093e+00
f1_quad2d,0.9,1.0,zero_mom,100,cesaro,suffix,-0.3877,0.3467,6.533393e+00,1.042385e+02,2.934526e+00,1.095486e+00
f1_quad2d,0.9,1.0,zero_mom,100,cesaro,best,-0.2710,0.2372,3.447053e+00,5.296515e+01,3.226169e+00,1.094182e+00
f1_quad2d,0.9,1.0,zero_mom,100,pr,suffix,0.4252,0.6772,1.076835e-01,1.041339e-01,2.017260e+00,1.048219e+00
f1_quad2d,0.9,1.0,zero_mom,100,pr,best,0.5419,0.6865,5.681437e-02,5.291202e-02,2.217742e+00,1.046971e+00
f1_quad2d,0.9,1.0,zero_mom,100,suffix,best,0.1167,0.7183,5.276053e-01,5.081151e-01,1.099383e+00,9.988092e-01
f1_quad2d,0.9,1.0,zero_mom,1000,cesaro,pr,-1.3950,0.6623,3.838950e+03,1.414603e+05,3.034974e+01,1.435863e+00
f1_quad2d,0.9,1.0,zero_mom,10000,cesaro,pr,-1.6197,0.6991,3.825169e+05,1.409525e+07,3.023158e+03,2.549006e+01
f1_quad2d,0.9,1.5,zero_mom,100,last,cesaro,0.1808,0.1357,3.694633e-01,2.889600e-02,1.422706e-01,8.701818e-01
f1_quad2d,0.9,1.5,zero_mom,100,last,pr,-0.5084,0.6637,1.548467e+01,6.574698e+00,2.603600e-01,9.173317e-01
f1_quad2d,0.9,1.5,zero_mom,100,last,suffix,-0.1573,0.2506,1.693401e+00,6.742588e+00,8.714588e-01,1.001667e+00
f1_quad2d,0.9,1.5,zero_mom,100,last,best,-0.0098,0.0667,1.000000e+00,1.253521e+00,1.000000e+00,1.000000e+00
f1_quad2d,0.9,1.5,zero_mom,100,cesaro,pr,-0.6893,0.6403,4.191124e+01,2.275297e+02,1.830034e+00,1.054184e+00
f1_quad2d,0.9,1.5,zero_mom,100,cesaro,suffix,-0.3381,0.1965,4.583409e+00,2.333399e+02,6.125362e+00,1.151101e+00
f1_quad2d,0.9,1.5,zero_mom,100,cesaro,best,-0.1907,0.1324,2.706629e+00,4.338043e+01,7.028860e+00,1.149185e+00
f1_quad2d,0.9,1.5,zero_mom,100,pr,suffix,0.3512,0.5301,1.093599e-01,1.025536e+00,3.347130e+00,1.091936e+00
f1_quad2d,0.9,1.5,zero_mom,100,pr,best,0.4986,0.6675,6.458002e-02,1.906583e-01,3.840835e+00,1.090118e+00
f1_quad2d,0.9,1.5,zero_mom,100,suffix,best,0.1475,0.2808,5.905275e-01,1.859109e-01,1.147501e+00,9.983354e-01
f1_quad2d,0.9,1.5,zero_mom,1000,cesaro,pr,-1.2657,0.7273,3.566051e+03,4.061057e+04,7.555264e+01,1.750722e+00
f1_quad2d,0.9,1.5,zero_mom,10000,cesaro,pr,-1.4096,0.7404,3.553250e+05,4.046479e+06,7.528140e+03,5.782940e+01
f1_quad2d,0.9,2.0,zero_mom,100,last,cesaro,-0.4189,0.5317,1.834590e+01,2.040916e+00,2.911120e-01,1.409959e+00
f1_quad2d,0.9,2.0,zero_mom,100,last,pr,-1.1391,0.8013,1.143803e+03,3.934505e+02,6.941652e-01,1.510651e+00
f1_quad2d,0.9,2.0,zero_mom,100,last,suffix,-0.6538,0.8668,9.094799e+01,1.023384e+02,4.544753e+00,1.699727e+00
f1_quad2d,0.9,2.0,zero_mom,100,last,best,-0.3005,0.9085,1.157514e+01,1.105414e+01,3.962906e+00,1.623264e+00
f1_quad2d,0.9,2.0,zero_mom,100,cesaro,pr,-0.7202,0.7301,6.234655e+01,1.927813e+02,2.384529e+00,1.071415e+00
f1_quad2d,0.9,2.0,zero_mom,100,cesaro,suffix,-0.2349,0.1919,4.957403e+00,5.014336e+01,1.561170e+01,1.205516e+00
f1_quad2d,0.9,2.0,zero_mom,100,cesaro,best,0.1184,0.0625,6.309389e-01,5.416265e+00,1.361299e+01,1.151285e+00
f1_quad2d,0.9,2.0,zero_mom,100,pr,suffix,0.4853,0.5737,7.951366e-02,2.601049e-01,6.547076e+00,1.125162e+00
f1_quad2d,0.9,2.0,zero_mom,100,pr,best,0.8386,0.6953,1.011987e-02,2.809539e-02,5.708880e+00,1.074546e+00
f1_quad2d,0.9,2.0,zero_mom,100,suffix,best,0.3533,0.7825,1.272721e-01,1.080156e-01,8.719740e-01,9.550144e-01
f1_quad2d,0.9,2.0,zero_mom,1000,cesaro,pr,-1.1616,0.7769,3.440073e+03,1.508902e+04,1.494587e+02,2.151086e+00
f1_quad2d,0.9,2.0,zero_mom,10000,cesaro,pr,-1.2561,0.7766,3.427724e+05,1.503486e+06,1.489222e+04,1.037514e+02
f1_quad2d,0.9,2.5,zero_mom,100,last,cesaro,-0.0111,0.0004,5.409609e-01,7.335994e-02,1.863912e-02,7.842348e-01
