function,beta,etaL,kappa,init,T,iterate_type,fvalue
f3_huber,0.5,2.0,10000,zero_mom,1000,last,0.224736585568120599361682732601
f3_huber,0.5,2.0,10000,zero_mom,1000,cesaro,0.340169075729539174569771264383
f3_huber,0.5,2.0,10000,zero_mom,1000,pr,0.296141338636758749424111858528
f3_huber,0.5,2.0,10000,zero_mom,1000,suffix,0.227454224976998141275613107566
f3_huber,0.5,2.0,10000,zero_mom,1000,best,0.224736585568120599361682732601
f3_huber,0.9,1.0,10,zero_mom,100,last,0.0000161021862570807630520413743094
f3_huber,0.9,1.0,10,zero_mom,100,cesaro,0.0000555050930520536393358940623443
f3_huber,0.9,1.0,10,zero_mom,100,pr,0.000000914835622289603813343232558918
f3_huber,0.9,1.0,10,zero_mom,100,suffix,0.00000849559958931985073696594543644
f3_huber,0.9,1.0,10,zero_mom,100,best,0.0000161021862570807630520413743094
f3_huber,0.9,1.0,10,zero_mom,1000,last,8.82117811111795191076248046577e-46
f3_huber,0.9,1.0,10,zero_mom,1000,cesaro,0.000000548901647802746460084344076773
f3_huber,0.9,1.0,10,zero_mom,1000,pr,1.42982246038213363864001735316e-10
f3_huber,0.9,1.0,10,zero_mom,1000,suffix,4.02868320025183057641731334665e-47
f3_huber,0.9,1.0,10,zero_mom,1000,best,2.95669918231383246514632915188e-47
f3_huber,0.9,1.0,100,zero_mom,100,last,0.0000945993683024522294938267663223
f3_huber,0.9,1.0,100,zero_mom,100,cesaro,0.00501047019376069531669289984538
f3_huber,0.9,1.0,100,zero_mom,100,pr,0.00000500544349377739660370869459218
f3_huber,0.9,1.0,100,zero_mom,100,suffix,0.0000480673653822642706494677470876
f3_huber,0.9,1.0,100,zero_mom,100,best,0.0000945993683024522294938267663223
f3_huber,0.9,1.0,100,zero_mom,1000,last,8.86447596718535924711505312744e-45
f3_huber,0.9,1.0,100,zero_mom,1000,cesaro,0.0000503991512982521749713761517389
f3_huber,0.9,1.0,100,zero_mom,1000,pr,3.56277697925613941776010913905e-10
f3_huber,0.9,1.0,100,zero_mom,1000,suffix,3.14731194391807943363916961129e-46
f3_huber,0.9,1.0,100,zero_mom,1000,best,1.06479900916340976329253786927e-46
f3_huber,0.9,1.0,1000,zero_mom,100,last,0.0688548346036052504801736812697
f3_huber,0.9,1.0,1000,zero_mom,100,cesaro,0.222137345773460126254671320724
f3_huber,0.9,1.0,1000,zero_mom,100,pr,0.152702237890118021574467849661
f3_huber,0.9,1.0,1000,zero_mom,100,suffix,0.0756978641000224087850817211278
f3_huber,0.9,1.0,1000,zero_mom,100,best,0.0688548346036052504801736812697
f3_huber,0.9,1.0,1000,zero_mom,1000,last,1.21696069529002627995680972846e-10
f3_huber,0.9,1.0,1000,zero_mom,1000,cesaro,0.00499486662148288817222192862504
f3_huber,0.9,1.0,1000,zero_mom,1000,pr,0.000164576930330325214691042778168
f3_huber,0.9,1.0,1000,zero_mom,1000,suffix,1.71950558216634184959492403899e-10
f3_huber,0.9,1.0,1000,zero_mom,1000,best,1.21696069529002627995680972846e-10
f3_huber,0.9,1.0,10000,zero_mom,100,last,0.425295806352633747920003207338
f3_huber,0.9,1.0,10000,zero_mom,100,cesaro,0.465350858299010698683348145644
f3_huber,0.9,1.0,10000,zero_mom,100,pr,0.445272171214075589636788638017
f3_huber,0.9,1.0,10000,zero_mom,100,suffix,0.424789348563930602837870906833
f3_huber,0.9,1.0,10000,zero_mom,100,best,0.425295806352633747920003207338
f3_huber,0.9,1.0,10000,zero_mom,1000,last,0.0676057061239288969050053773364
f3_huber,0.9,1.0,10000,zero_mom,1000,cesaro,0.20189388571553822137495398697
f3_huber,0.9,1.0,10000,zero_mom,1000,pr,0.140608031895648888220157910924
f3_huber,0.9,1.0,10000,zero_mom,1000,suffix,0.0696905333014735222814060402978
f3_huber,0.9,1.0,10000,zero_mom,1000,best,0.0676057061239288969050053773364
f3_huber,0.9,2.0,10,zero_mom,100,last,0.000257335101092971589621684319919
f3_huber,0.9,2.0,10,zero_mom,100,cesaro,0.0000140268482876900374040751280437
f3_huber,0.9,2.0,10,zero_mom,100,pr,0.000000224981947290353104546952693022
f3_huber,0.9,2.0,10,zero_mom,100,suffix,0.00000282947529294744819328762233925
f3_huber,0.9,2.0,10,zero_mom,100,best,0.0000222317067697772509937805006901
f3_huber,0.9,2.0,10,zero_mom,1000,last,1.73223434515054008821903927763e-45
f3_huber,0.9,2.0,10,zero_mom,1000,cesaro,0.000000137225411950686615021085494272
f3_huber,0.9,2.0,10,zero_mom,1000,pr,3.98902643615512628534630679e-11
f3_huber,0.9,2.0,10,zero_mom,1000,suffix,7.68792121718916886720417912583e-48
f3_huber,0.9,2.0,10,zero_mom,1000,best,2.24164227651628903801687597411e-47
f3_huber,0.9,2.0,100,zero_mom,100,last,0.00254163675682640867228711222135
f3_huber,0.9,2.0,100,zero_mom,100,cesaro,0.0012453410892259221632713811471
f3_huber,0.9,2.0,100,zero_mom,100,pr,0.00000645986445469506028551304656648
f3_huber,0.9,2.0,100,zero_mom,100,suffix,0.0000248356118672211136386709309386
f3_huber,0.9,2.0,100,zero_mom,100,best,0.000229926165714920797752412564035
f3_huber,0.9,2.0,100,zero_mom,1000,last,1.74167556633207099253981659961e-44
f3_huber,0.9,2.0,100,zero_mom,1000,cesaro,0.0000125997878245630437428443782664
f3_huber,0.9,2.0,100,zero_mom,1000,pr,8.35030203363473849748277693754e-10
f3_huber,0.9,2.0,100,zero_mom,1000,suffix,1.99186492120013126957058153562e-46
f3_huber,0.9,2.0,100,zero_mom,1000,best,1.6605837537207127907105018076e-46
f3_huber,0.9,2.0,1000,zero_mom,100,last,0.0305473084850457389391614072807
f3_huber,0.9,2.0,1000,zero_mom,100,cesaro,0.104933172601307786208653395702
f3_huber,0.9,2.0,1000,zero_mom,100,pr,0.0440058197792528235461876412845
f3_huber,0.9,2.0,1000,zero_mom,100,suffix,0.0067214459687588117718803542202
f3_huber,0.9,2.0,1000,zero_mom,100,best,0.00770831006555977908462650936068
f3_huber,0.9,2.0,1000,zero_mom,1000,last,5.44947915684742730380663516866e-24
f3_huber,0.9,2.0,1000,zero_mom,1000,cesaro,0.00124875124874519280708312960931
f3_huber,0.9,2.0,1000,zero_mom,1000,pr,0.00000835516082910559062307909982771
f3_huber,0.9,2.0,1000,zero_mom,1000,suffix,1.29110190518753834731627728387e-23
f3_huber,0.9,2.0,1000,zero_mom,1000,best,5.44947915684742730380663516866e-24
f3_huber,0.9,2.0,10000,zero_mom,100,last,0.598624839228658646222239715477
f3_huber,0.9,2.0,10000,zero_mom,100,cesaro,0.424569012419100347446971015831
f3_huber,0.9,2.0,10000,zero_mom,100,pr,0.396269524343161491401655236482
f3_huber,0.9,2.0,10000,zero_mom,100,suffix,0.352188727551552561921480649486
f3_huber,0.9,2.0,10000,zero_mom,100,best,0.368778458697430756921292157387
f3_huber,0.9,2.0,10000,zero_mom,1000,last,0.00878852942447538041138880625
f3_huber,0.9,2.0,10000,zero_mom,1000,cesaro,0.0944626698083984950284106313429
f3_huber,0.9,2.0,10000,zero_mom,1000,pr,0.0439139520885848241632905661362
f3_huber,0.9,2.0,10000,zero_mom,1000,suffix,0.00934616038975265587109871350129
f3_huber,0.9,2.0,10000,zero_mom,1000,best,0.00878852942447538041138880625
f3_huber,0.99,1.0,10,zero_mom,100,last,0.328016523462238228326532770997
f3_huber,0.99,1.0,10,zero_mom,100,cesaro,0.000196869384431377927050720225635
f3_huber,0.99,1.0,10,zero_mom,100,pr,0.000733769671883217334300828626613
f3_huber,0.99,1.0,10,zero_mom,100,suffix,0.100968768281110292838800434912
f3_huber,0.99,1.0,10,zero_mom,100,best,0.0120145360378050020144653558862
f3_huber,0.99,1.0,10,zero_mom,1000,last,0.0000213362023253808797167790894007
f3_huber,0.99,1.0,10,zero_mom,1000,cesaro,0.00000000466615000362520553943112040727
f3_huber,0.99,1.0,10,zero_mom,1000,pr,0.00000000259063691899802761818450798712
f3_huber,0.99,1.0,10,zero_mom,1000,suffix,0.000000797419280666346704803090189985
f3_huber,0.99,1.0,10,zero_mom,1000,best,0.000000182884409745823066801710681251
f3_huber,0.99,1.0,100,zero_mom,100,last,2.06527638053143069012205797094
f3_huber,0.99,1.0,100,zero_mom,100,cesaro,0.00135544915338231160910644851867
f3_huber,0.99,1.0,100,zero_mom,100,pr,0.00910669989202496913374389703437
f3_huber,0.99,1.0,100,zero_mom,100,suffix,0.873150469894271729574447560148
f3_huber,0.99,1.0,100,zero_mom,100,best,0.101080557337232182423262116536
f3_huber,0.99,1.0,100,zero_mom,1000,last,0.000198429390539309036733905673819
f3_huber,0.99,1.0,100,zero_mom,1000,cesaro,0.000000490949702757413617555805547887
f3_huber,0.99,1.0,100,zero_mom,1000,pr,0.0000000368138238318069940882318944323
f3_huber,0.99,1.0,100,zero_mom,1000,suffix,0.00000131882026461020888435167536044
f3_huber,0.99,1.0,100,zero_mom,1000,best,0.0000461102178336473288710391209284
f3_huber,0.99,1.0,1000,zero_mom,100,last,19.5748272614106560683304007022
f3_huber,0.99,1.0,1000,zero_mom,100,cesaro,0.0228369748357415107576799355192
f3_huber,0.99,1.0,1000,zero_mom,100,pr,0.0597131508145892894331510191369
f3_huber,0.99,1.0,1000,zero_mom,100,suffix,7.17984993294605307109582221254
f3_huber,0.99,1.0,1000,zero_mom,100,best,0.4990005
f3_huber,0.99,1.0,1000,zero_mom,1000,last,0.00181634783295261507655329619423
f3_huber,0.99,1.0,1000,zero_mom,1000,cesaro,0.0000492401574622928115938343848558
f3_huber,0.99,1.0,1000,zero_mom,1000,pr,0.00000193338794372750875403047781025
f3_huber,0.99,1.0,1000,zero_mom,1000,suffix,0.000014265592904532684703606068277
f3_huber,0.99,1.0,1000,zero_mom,1000,best,0.000240505972024473744576132674065
f3_huber,0.99,1.0,10000,zero_mom,100,last,194.139441541230869132840018111
f3_huber,0.99,1.0,10000,zero_mom,100,cesaro,0.487759151985078432139393752572
f3_huber,0.99,1.0,10000,zero_mom,100,pr,0.786845603493038261519731472152
f3_huber,0.99,1.0,10000,zero_mom,100,suffix,70.2561928286694603477195710315
f3_huber,0.99,1.0,10000,zero_mom,100,best,0.499900005
f3_huber,0.99,1.0,10000,zero_mom,1000,last,0.0179598190270236692303671199086
f3_huber,0.99,1.0,10000,zero_mom,1000,cesaro,0.00506516293734493303337447767323
f3_huber,0.99,1.0,10000,zero_mom,1000,pr,0.00000235161886759094218341172080924
f3_huber,0.99,1.0,10000,zero_mom,1000,suffix,0.0000139380447049625764593392271377
f3_huber,0.99,1.0,10000,zero_mom,1000,best,0.000348249948912927605835985579663
f3_huber,0.99,2.0,10,zero_mom,100,last,0.288023008518430416248954600665
f3_huber,0.99,2.0,10,zero_mom,100,cesaro,0.000238114820634549051262958589773
f3_huber,0.99,2.0,10,zero_mom,100,pr,0.00086620721878250178872372870422
f3_huber,0.99,2.0,10,zero_mom,100,suffix,0.0759475232333813156782764894868
f3_huber,0.99,2.0,10,zero_mom,100,best,0.288023008518430416248954600665
f3_huber,0.99,2.0,10,zero_mom,1000,last,0.000364884296871338430722442180998
f3_huber,0.99,2.0,10,zero_mom,1000,cesaro,0.0000000016403823823900103734546353031
f3_huber,0.99,2.0,10,zero_mom,1000,pr,5.43789276457817143362456557652e-11
f3_huber,0.99,2.0,10,zero_mom,1000,suffix,0.000000357281743076167861823368854398
f3_huber,0.99,2.0,10,zero_mom,1000,best,0.00000460635702340269455148894582003
f3_huber,0.99,2.0,100,zero_mom,100,last,2.85264271502254090426629362765
f3_huber,0.99,2.0,100,zero_mom,100,cesaro,0.00248734204933479620582453526456
f3_huber,0.99,2.0,100,zero_mom,100,pr,0.00796587081750279210928241050859
f3_huber,0.99,2.0,100,zero_mom,100,suffix,0.648060097052490039732324527691
f3_huber,0.99,2.0,100,zero_mom,100,best,2.85264271502254090426629362765
f3_huber,0.99,2.0,100,zero_mom,1000,last,0.00343995394093527844559694137767
f3_huber,0.99,2.0,100,zero_mom,1000,cesaro,0.000000116262388209369322220786908336
f3_huber,0.99,2.0,100,zero_mom,1000,pr,0.0000000107683423696001123550290841946
f3_huber,0.99,2.0,100,zero_mom,1000,suffix,0.00000170018065194437743879693998682
f3_huber,0.99,2.0,100,zero_mom,1000,best,0.0000195173273554231819465405399807
f3_huber,0.99,2.0,1000,zero_mom,100,last,28.5363247425454430804176093947
f3_huber,0.99,2.0,1000,zero_mom,100,cesaro,0.0164743918625233820124651018284
f3_huber,0.99,2.0,1000,zero_mom,100,pr,0.118668762277046840286616577976
f3_huber,0.99,2.0,1000,zero_mom,100,suffix,6.06777347714418643779508216534
f3_huber,0.99,2.0,1000,zero_mom,100,best,28.5363247425454430804176093947
f3_huber,0.99,2.0,1000,zero_mom,1000,last,0.0342449360771555900285999715986
f3_huber,0.99,2.0,1000,zero_mom,1000,cesaro,0.0000127814445997585227285702741367
f3_huber,0.99,2.0,1000,zero_mom,1000,pr,0.00000033978020507966269877726530332
f3_huber,0.99,2.0,1000,zero_mom,1000,suffix,0.0000366236783532347874964193161083
f3_huber,0.99,2.0,1000,zero_mom,1000,best,0.000190252416747374224369071755851
f3_huber,0.99,2.0,10000,zero_mom,100,last,285.216522459285854692838525956
f3_huber,0.99,2.0,10000,zero_mom,100,cesaro,0.42342947243563978905011939788
f3_huber,0.99,2.0,10000,zero_mom,100,pr,0.733774626404748637349496821358
f3_huber,0.99,2.0,10000,zero_mom,100,suffix,60.2420889830196604094667732147
f3_huber,0.99,2.0,10000,zero_mom,100,best,285.216522459285854692838525956
f3_huber,0.99,2.0,10000,zero_mom,1000,last,0.342300541955761577640477222742
f3_huber,0.99,2.0,10000,zero_mom,1000,cesaro,0.00124724807667186282225282316735
f3_huber,0.99,2.0,10000,zero_mom,1000,pr,0.0000117639999818505407081740974377
f3_huber,0.99,2.0,10000,zero_mom,1000,suffix,0.00018705173908817562496215844564
f3_huber,0.99,2.0,10000,zero_mom,1000,best,0.000181253028839108065737039930259
